,coda,set_mean,Word,CobLog,CompCnt,PhonDISC,Class,SylCnt,OccurTotal,OccurNum,Freq_pm,Rating.Mean,Rating.SD,Dunno,AoA_mean,onset,word_length,aoa_impact,set_size
4536,J,5.748,arch,1.23,1,#J,N,1,1917.0,1913.0,3.69,8.26,3.11,1.0,8.26,#,2,2.5119999999999996,5
4537,J,5.748,each,2.8,1,iJ,PRON,1,22.0,21.0,253.25,4.95,1.53,0.95,4.95,i,2,-0.798,5
4538,J,5.748,etch,0.48,1,EJ,V,1,18.0,18.0,0.2,8.06,2.67,1.0,8.06,E,2,2.3120000000000003,5
4539,J,5.748,itch,0.0,1,IJ,N,1,19.0,19.0,4.18,5.05,1.08,1.0,5.05,I,2,-0.6980000000000004,5
4540,J,5.748,ouch,0.0,0,6J,I,1,21.0,21.0,10.96,2.42,1.34,1.0,2.42,6,2,-3.3280000000000003,5
4552,Nk,4.3,ink,1.0,1,INk,N,1,19.0,19.0,7.49,5.16,1.54,1.0,5.16,I,3,0.8600000000000003,2
4553,Nk,4.3,oink,0.0,1,4Nk,V,1,19.0,18.0,1.08,3.44,1.85,0.95,3.44,4,3,-0.8599999999999999,2
4556,NkP,4.68,ankle,1.3,1,{NkP,N,2,18.0,18.0,8.02,4.89,1.53,1.0,4.89,{,4,0.20999999999999996,2
4557,NkP,4.68,uncle,1.82,1,VNkP,N,2,19.0,19.0,124.06,4.47,1.87,1.0,4.47,V,4,-0.20999999999999996,2
4566,QJ,7.776666666666666,botch,0.0,1,bQJ,N,1,18.0,17.0,0.31,10.53,3.39,0.94,10.53,b,3,2.753333333333333,3
4567,QJ,7.776666666666666,notch,0.3,1,nQJ,N,1,19.0,19.0,3.33,8.47,2.44,1.0,8.47,n,3,0.6933333333333342,3
4568,QJ,7.776666666666666,watch,1.6,1,wQJ,N,1,18.0,18.0,330.02,4.33,1.61,1.0,4.33,w,3,-3.4466666666666663,3
4571,QN,7.578571428571427,gong,0.3,1,gQN,N,1,21.0,21.0,2.43,9.62,2.93,1.0,9.62,g,3,2.041428571428572,7
4572,QN,7.578571428571427,long,0.0,1,lQN,N,1,21.0,21.0,675.16,4.24,1.83,1.0,4.24,l,3,-3.338571428571427,7
4573,QN,7.578571428571427,pong,0.0,1,pQN,V,1,19.0,19.0,1.61,8.68,3.92,1.0,8.68,p,3,1.1014285714285723,7
4574,QN,7.578571428571427,song,1.7,1,sQN,N,1,19.0,19.0,93.69,4.26,1.73,1.0,4.26,s,3,-3.3185714285714276,7
4575,QN,7.578571428571427,thong,0.0,1,TQN,N,1,37.0,37.0,2.1,12.41,3.65,1.0,12.41,T,3,4.831428571428573,7
4576,QN,7.578571428571427,tong,0.0,0,tQN,N,1,21.0,20.0,2.27,9.62,4.68,0.95,9.62,t,3,2.041428571428572,7
4577,QN,7.578571428571427,wrong,1.18,1,rQN,N,1,18.0,18.0,523.1,4.22,1.48,1.0,4.22,r,3,-3.3585714285714277,7
4584,QNk,7.23,conk,0.0,1,kQNk,N,1,18.0,15.0,0.41,9.07,3.71,0.83,9.07,k,4,1.8399999999999999,2
4585,QNk,7.23,honk,0.0,1,hQNk,N,1,18.0,18.0,2.39,5.39,2.38,1.0,5.39,h,4,-1.8400000000000007,2
4588,QNkI,9.423333333333334,donkey,1.15,1,dQNkI,N,2,19.0,19.0,5.35,6.0,2.49,1.0,6.0,d,5,-3.423333333333334,3
4589,QNkI,9.423333333333334,honky,0.0,0,hQNkI,N,2,19.0,16.0,1.61,10.0,4.1,0.84,10.0,h,5,0.5766666666666662,3
4590,QNkI,9.423333333333334,wonky,0.0,0,wQNkI,A,2,18.0,15.0,0.14,12.27,3.81,0.83,12.27,w,5,2.846666666666666,3
4597,QS,9.360000000000001,bosh,0.0,1,bQS,N,1,21.0,9.0,0.27,11.87,4.48,0.43,11.87,b,3,2.509999999999998,6
4598,QS,9.360000000000001,gosh,0.48,0,gQS,I,1,22.0,22.0,29.9,6.81,2.13,1.0,6.81,g,3,-2.5500000000000016,6
4599,QS,9.360000000000001,josh,0.3,1,_QS,V,1,21.0,19.0,20.37,8.95,3.79,0.9,8.95,_,3,-0.4100000000000019,6
4600,QS,9.360000000000001,nosh,0.0,1,nQS,N,1,20.0,17.0,0.12,12.65,3.57,0.85,12.65,n,3,3.289999999999999,6
4601,QS,9.360000000000001,posh,0.48,1,pQS,A,1,18.0,17.0,1.27,11.88,3.55,0.94,11.88,p,3,2.5199999999999996,6
4602,QS,9.360000000000001,wash,0.85,1,wQS,N,1,20.0,20.0,40.73,4.0,1.59,1.0,4.0,w,3,-5.360000000000001,6
4604,QT,7.955,moth,0.7,1,mQT,N,1,19.0,19.0,2.27,5.74,1.76,1.0,5.74,m,3,-2.215,2
4605,QT,7.955,wrath,0.85,1,rQT,N,1,1932.0,1919.0,3.9,10.17,3.19,0.99,10.17,r,3,2.215,2
4607,Q_,8.004999999999999,dodge,0.0,1,dQ_,N,1,21.0,21.0,7.76,7.75,2.45,1.0,7.75,d,3,-0.254999999999999,2
4608,Q_,8.004999999999999,lodge,1.18,1,lQ_,N,1,19.0,19.0,6.69,8.26,2.77,1.0,8.26,l,3,0.2550000000000008,2
4615,Qb,8.90909090909091,bob,0.7,1,bQb,N,1,21.0,20.0,91.49,6.16,1.97,0.95,6.16,b,3,-2.74909090909091,11
4616,Qb,8.90909090909091,cob,0.3,1,kQb,N,1,22.0,22.0,0.69,6.52,2.11,1.0,6.52,k,3,-2.3890909090909105,11
4617,Qb,8.90909090909091,fob,0.0,1,fQb,N,1,19.0,13.0,0.27,12.38,3.86,0.68,12.38,f,3,3.4709090909090907,11
4618,Qb,8.90909090909091,gob,0.0,1,gQb,N,1,21.0,13.0,11.14,11.84,4.5,0.62,11.84,g,3,2.93090909090909,11
4619,Qb,8.90909090909091,hob,0.0,1,hQb,N,1,19.0,16.0,0.06,14.0,5.15,0.84,14.0,h,3,5.09090909090909,11
4620,Qb,8.90909090909091,job,2.52,1,_Qb,N,1,18.0,18.0,413.0,5.39,2.06,1.0,5.39,_,3,-3.5190909090909104,11
4621,Qb,8.90909090909091,knob,0.85,1,nQb,N,1,19.0,19.0,2.45,4.68,2.43,1.0,4.68,n,3,-4.22909090909091,11
4622,Qb,8.90909090909091,lob,0.3,1,lQb,N,1,19.0,12.0,0.27,11.08,3.45,0.63,11.08,l,3,2.17090909090909,11
4623,Qb,8.90909090909091,mob,1.11,1,mQb,N,1,18.0,18.0,12.94,9.67,3.09,1.0,9.67,m,3,0.7609090909090899,11
4624,Qb,8.90909090909091,rob,1.18,1,rQb,V,1,18.0,18.0,23.29,7.28,2.78,1.0,7.28,r,3,-1.6290909090909098,11
4625,Qb,8.90909090909091,sob,0.78,1,sQb,N,1,18.0,18.0,1.51,9.0,4.34,1.0,9.0,s,3,0.09090909090908994,11
4628,QbI,7.575,hobby,0.85,0,hQbI,N,2,18.0,18.0,6.94,7.44,1.62,1.0,7.44,h,4,-0.1349999999999998,2
4629,QbI,7.575,lobby,1.4,0,lQbI,N,2,21.0,21.0,12.69,7.71,2.0,1.0,7.71,l,4,0.1349999999999998,2
4630,QbIn,9.523333333333335,bobbin,0.0,1,bQbIn,N,2,18.0,16.0,0.14,9.88,3.28,0.89,9.88,b,5,0.3566666666666656,3
4631,QbIn,9.523333333333335,dobbin,0.0,1,dQbIn,N,2,18.0,8.0,0.14,12.0,4.47,0.44,12.0,d,5,2.476666666666665,3
4632,QbIn,9.523333333333335,robin,1.08,1,rQbIn,N,2,20.0,20.0,24.94,6.69,2.15,1.0,6.69,r,5,-2.833333333333335,3
4634,QbP,7.086666666666666,gobble,0.0,1,gQbP,N,2,19.0,19.0,2.35,5.58,2.95,1.0,5.58,g,4,-1.506666666666666,3
4635,QbP,7.086666666666666,hobble,0.7,1,hQbP,V,2,18.0,16.0,0.35,9.12,3.2,0.89,9.12,h,4,2.033333333333333,3
4636,QbP,7.086666666666666,wobble,0.7,1,wQbP,V,2,18.0,18.0,0.59,6.56,2.31,1.0,6.56,w,4,-0.5266666666666664,3
4642,Qd,9.448888888888888,cod,1.0,1,kQd,N,1,21.0,20.0,2.24,11.5,4.14,0.95,11.5,k,3,2.051111111111112,9
4643,Qd,9.448888888888888,god,1.69,1,gQd,N,1,22.0,22.0,903.16,4.35,2.38,1.0,4.35,g,3,-5.098888888888888,9
4644,Qd,9.448888888888888,hod,0.0,1,hQd,N,1,20.0,2.0,0.02,16.0,1.41,0.1,16.0,h,3,6.551111111111112,9
4645,Qd,9.448888888888888,mod,0.0,1,mQd,N,1,19.0,15.0,1.29,12.6,3.72,0.79,12.6,m,3,3.1511111111111116,9
4646,Qd,9.448888888888888,nod,0.9,1,nQd,N,1,21.0,21.0,3.98,5.62,2.91,1.0,5.62,n,3,-3.828888888888888,9
4647,Qd,9.448888888888888,pod,0.6,1,pQd,N,1,20.0,19.0,8.0,7.95,3.87,0.95,7.95,p,3,-1.4988888888888878,9
4648,Qd,9.448888888888888,rod,1.57,1,rQd,N,1,19.0,19.0,10.73,7.42,3.13,1.0,7.42,r,3,-2.028888888888888,9
4649,Qd,9.448888888888888,sod,0.0,1,sQd,V,1,18.0,17.0,1.84,10.82,3.57,0.94,10.82,s,3,1.3711111111111123,9
4650,Qd,9.448888888888888,wad,0.48,1,wQd,N,1,18.0,18.0,1.75,8.78,2.82,1.0,8.78,w,3,-0.6688888888888886,9
4651,Qd@R,12.95,dodder,0.0,0,dQd@R,V,2,19.0,10.0,0.02,11.9,5.65,0.53,11.9,d,5,-1.049999999999999,2
4652,Qd@R,12.95,fodder,0.6,0,fQd@R,N,2,22.0,16.0,0.37,14.0,2.78,0.73,14.0,f,5,1.0500000000000007,2
4659,QdI,10.406666666666666,body,2.56,0,bQdI,N,2,18.0,18.0,195.53,4.28,2.32,1.0,4.28,b,4,-6.126666666666666,3
4660,QdI,10.406666666666666,shoddy,0.0,1,SQdI,N,2,19.0,18.0,0.73,11.61,2.68,0.95,11.61,S,4,1.2033333333333331,3
4661,QdI,10.406666666666666,toddy,0.0,0,tQdI,N,2,19.0,12.0,2.49,15.33,3.75,0.63,15.33,t,4,4.923333333333334,3
4668,QdP,9.155,coddle,0.0,1,kQdP,V,2,18.0,18.0,0.35,12.89,3.79,1.0,12.89,k,4,3.735000000000001,6
4669,QdP,9.155,doddle,0.0,1,dQdP,N,2,20.0,12.0,0.02,8.75,3.55,0.6,8.75,d,4,-0.40499999999999936,6
4670,QdP,9.155,model,1.91,1,mQdP,N,2,18.0,18.0,32.06,5.83,2.6,1.0,5.83,m,4,-3.3249999999999993,6
4671,QdP,9.155,noddle,0.0,1,nQdP,N,2,21.0,7.0,0.02,8.14,6.12,0.33,8.14,n,4,-1.0149999999999988,6
4672,QdP,9.155,toddle,0.0,1,tQdP,V,2,20.0,17.0,0.33,11.53,3.24,0.85,11.53,t,4,2.375,6
4673,QdP,9.155,waddle,0.0,1,wQdP,N,2,19.0,19.0,0.45,7.79,2.95,1.0,7.79,w,4,-1.3649999999999993,6
4675,Qdjul,13.565000000000001,module,0.78,0,mQdjul,N,2,19.0,19.0,2.67,13.42,2.76,1.0,13.42,m,6,-0.14500000000000135,2
4676,Qdjul,13.565000000000001,nodule,0.0,0,nQdjul,N,2,18.0,14.0,0.04,13.71,3.02,0.78,13.71,n,6,0.14499999999999957,2
4680,Qf,9.41,cough,1.08,1,kQf,N,1,19.0,19.0,8.78,4.32,2.11,1.0,4.32,k,3,-5.09,2
4681,Qf,9.41,doff,0.0,1,dQf,V,1,21.0,8.0,0.16,14.5,4.9,0.38,14.5,d,3,5.09,2
4684,QfI,5.58,coffee,1.96,1,kQfI,N,2,18.0,18.0,144.53,4.94,1.73,1.0,4.94,k,4,-0.6399999999999997,2
4685,QfI,5.58,toffee,0.0,1,tQfI,N,2,18.0,18.0,0.43,6.22,2.1,1.0,6.22,t,4,0.6399999999999997,2
4688,Qft,7.5,loft,0.48,1,lQft,N,1,19.0,19.0,3.65,11.05,4.48,1.0,11.05,l,4,3.5500000000000007,2
4689,Qft,7.5,soft,1.91,1,sQft,A,1,22.0,22.0,32.02,3.95,1.5,1.0,3.95,s,4,-3.55,2
4690,Qg,6.908571428571429,bog,0.9,1,bQg,N,1,19.0,19.0,0.96,9.37,3.0,1.0,9.37,b,3,2.46142857142857,7
4691,Qg,6.908571428571429,cog,0.3,1,kQg,N,1,18.0,18.0,0.53,11.33,3.65,1.0,11.33,k,3,4.421428571428571,7
4692,Qg,6.908571428571429,dog,2.06,1,dQg,N,1,20.0,20.0,192.84,2.8,1.2,1.0,2.8,d,3,-4.108571428571429,7
4693,Qg,6.908571428571429,fog,1.0,1,fQg,N,1,19.0,19.0,9.45,6.21,2.2,1.0,6.21,f,3,-0.6985714285714293,7
4694,Qg,6.908571428571429,hog,0.48,1,hQg,N,1,20.0,20.0,5.12,5.7,2.27,1.0,5.7,h,3,-1.208571428571429,7
4695,Qg,6.908571428571429,jog,0.3,1,_Qg,N,1,19.0,19.0,2.41,6.21,2.68,1.0,6.21,_,3,-0.6985714285714293,7
4696,Qg,6.908571428571429,log,1.04,1,lQg,N,1,19.0,19.0,11.96,6.74,3.18,1.0,6.74,l,3,-0.16857142857142904,7
4702,QgP,10.7925,boggle,0.0,1,bQgP,V,2,18.0,16.0,0.37,12.0,3.16,0.89,12.0,b,4,1.2074999999999996,4
4703,QgP,10.7925,goggle,0.0,1,gQgP,V,2,18.0,18.0,0.53,9.44,4.91,1.0,9.44,g,4,-1.352500000000001,4
4704,QgP,10.7925,joggle,0.0,1,_QgP,N,2,19.0,12.0,0.02,9.17,4.15,0.63,9.17,_,4,-1.6225000000000005,4
4705,QgP,10.7925,toggle,0.0,1,tQgP,N,2,18.0,16.0,0.29,12.56,3.27,0.89,12.56,t,4,1.7675,4
4710,Qk,8.600909090909092,chock,0.0,1,JQk,N,1,18.0,13.0,0.18,10.69,4.37,0.72,10.69,J,3,2.089090909090908,11
4711,Qk,8.600909090909092,cock,0.85,1,kQk,N,1,19.0,19.0,11.37,11.32,3.45,1.0,11.32,k,3,2.719090909090909,11
4712,Qk,8.600909090909092,doc,0.48,1,dQk,N,1,19.0,17.0,80.82,8.53,4.93,0.89,8.53,d,3,-0.07090909090909214,11
4713,Qk,8.600909090909092,hock,0.0,1,hQk,N,1,18.0,15.0,2.16,11.87,3.2,0.83,11.87,h,3,3.2690909090909077,11
4714,Qk,8.600909090909092,knock,0.9,1,nQk,N,1,19.0,19.0,64.69,4.63,2.06,1.0,4.63,n,3,-3.9709090909090916,11
4715,Qk,8.600909090909092,loch,0.6,1,lQk,N,1,19.0,18.0,1.73,12.83,3.93,0.95,12.83,l,3,4.229090909090909,11
4716,Qk,8.600909090909092,mock,0.0,1,mQk,N,1,19.0,19.0,5.37,9.05,3.29,1.0,9.05,m,3,0.4490909090909092,11
4717,Qk,8.600909090909092,pock,0.0,1,pQk,N,1,19.0,10.0,0.08,12.0,3.53,0.53,12.0,p,3,3.3990909090909085,11
4718,Qk,8.600909090909092,rock,2.06,1,rQk,N,1,18.0,18.0,86.16,3.22,1.17,1.0,3.22,r,3,-5.380909090909091,11
4719,Qk,8.600909090909092,shock,1.74,1,SQk,N,1,19.0,19.0,28.78,7.53,2.32,1.0,7.53,S,3,-1.0709090909090913,11
4720,Qk,8.600909090909092,sock,1.26,1,sQk,N,1,18.0,18.0,8.98,2.94,1.39,1.0,2.94,s,3,-5.660909090909092,11
4721,Qk6t,10.215,knockout,0.0,1,nQk6t,N,2,21.0,21.0,3.33,8.43,2.29,1.0,8.43,n,5,-1.7850000000000001,2
4722,Qk6t,10.215,lockout,0.0,1,lQk6t,N,2,18.0,18.0,0.31,12.0,3.91,1.0,12.0,l,5,1.7850000000000001,2
4724,Qk@R,8.445,cocker,0.0,0,kQk@R,N,2,19.0,11.0,0.82,11.0,3.97,0.58,11.0,k,5,2.5549999999999997,2
4725,Qk@R,8.445,soccer,0.6,1,sQk@R,N,2,19.0,19.0,12.55,5.89,4.0,1.0,5.89,s,5,-2.5550000000000006,2
4732,QkI,9.823333333333332,gnocchi,0.0,0,nQkI,N,2,19.0,12.0,0.18,15.75,4.99,0.63,15.75,n,4,5.926666666666668,3
4733,QkI,9.823333333333332,hockey,0.7,1,hQkI,N,2,18.0,18.0,11.53,5.44,1.42,1.0,5.44,h,4,-4.383333333333332,3
4734,QkI,9.823333333333332,jockey,0.7,0,_QkI,N,2,19.0,18.0,4.84,8.28,2.19,0.95,8.28,_,4,-1.543333333333333,3
4736,QkIt,7.956,docket,0.0,1,dQkIt,N,2,19.0,17.0,1.2,13.0,2.92,0.89,13.0,d,5,5.044,5
4737,QkIt,7.956,locket,0.0,0,lQkIt,N,2,20.0,20.0,1.71,8.35,2.3,1.0,8.35,l,5,0.39399999999999924,5
4738,QkIt,7.956,pocket,1.88,1,pQkIt,N,2,19.0,19.0,35.71,4.74,1.97,1.0,4.74,p,5,-3.216,5
4739,QkIt,7.956,rocket,1.15,1,rQkIt,N,2,19.0,19.0,11.84,5.63,2.34,1.0,5.63,r,5,-2.3260000000000005,5
4740,QkIt,7.956,socket,0.9,0,sQkIt,N,2,18.0,18.0,1.61,8.06,2.53,1.0,8.06,s,5,0.10400000000000009,5
4747,Qks,5.976666666666667,box,0.0,1,bQks,N,1,20.0,20.0,89.75,4.3,1.66,1.0,4.3,b,4,-1.6766666666666667,3
4748,Qks,5.976666666666667,fox,1.18,1,fQks,N,1,22.0,22.0,21.61,5.02,1.78,1.0,5.02,f,4,-0.956666666666667,3
4749,Qks,5.976666666666667,pox,0.3,1,pQks,N,1,19.0,18.0,1.47,8.61,2.66,0.95,8.61,p,4,2.633333333333333,3
4761,Ql,9.975,doll,1.4,1,dQl,N,1,19.0,19.0,24.76,3.68,1.34,1.0,3.68,d,3,-6.295,4
4762,Ql,9.975,loll,0.7,1,lQl,V,1,20.0,16.0,0.1,10.94,3.82,0.8,10.94,l,3,0.9649999999999999,4
4763,Ql,9.975,moll,0.0,1,mQl,N,1,21.0,12.0,0.39,13.7,7.35,0.57,13.7,m,3,3.7249999999999996,4
4764,Ql,9.975,poll,0.0,1,pQl,N,1,19.0,19.0,2.49,11.58,3.83,1.0,11.58,p,3,1.6050000000000004,4
4766,Ql5,7.2700000000000005,follow,2.47,1,fQl5,V,2,18.0,18.0,123.2,5.11,2.91,1.0,5.11,f,4,-2.16,3
4767,Ql5,7.2700000000000005,hollow,0.6,1,hQl5,N,2,18.0,18.0,12.18,7.44,3.18,1.0,7.44,h,4,0.16999999999999993,3
4768,Ql5,7.2700000000000005,wallow,0.0,1,wQl5,N,2,19.0,19.0,1.61,9.26,3.97,1.0,9.26,w,4,1.9899999999999993,3
4771,Ql@R,10.139999999999999,choler,0.0,0,kQl@R,N,2,19.0,8.0,0.06,17.25,2.25,0.42,17.25,k,5,7.110000000000001,3
4772,Ql@R,10.139999999999999,dollar,1.83,0,dQl@R,N,2,18.0,18.0,27.65,5.06,1.26,1.0,5.06,d,5,-5.079999999999999,3
4773,Ql@R,10.139999999999999,holler,0.6,0,hQl@R,V,2,19.0,19.0,5.9,8.11,3.13,1.0,8.11,h,5,-2.0299999999999994,3
4777,Ql@m,10.03,column,1.59,1,kQl@m,N,2,18.0,18.0,10.96,7.56,1.79,1.0,7.56,k,5,-2.4699999999999998,2
4778,Ql@m,10.03,solemn,1.04,1,sQl@m,A,2,18.0,18.0,2.2,12.5,3.2,1.0,12.5,s,5,2.4700000000000006,2
4784,Ql@p,9.93,dollop,0.0,1,dQl@p,N,2,18.0,15.0,0.2,9.8,3.82,0.83,9.8,d,5,-0.129999999999999,2
4785,Ql@p,9.93,wallop,0.0,1,wQl@p,N,2,19.0,16.0,0.82,10.06,4.06,0.84,10.06,w,5,0.13000000000000078,2
4796,QlI,8.813749999999999,collie,0.0,1,kQlI,N,2,20.0,20.0,1.04,7.05,2.37,1.0,7.05,k,4,-1.763749999999999,8
4797,QlI,8.813749999999999,folly,0.95,0,fQlI,N,2,19.0,18.0,1.45,10.67,3.2,0.95,10.67,f,4,1.856250000000001,8
4798,QlI,8.813749999999999,golly,0.0,0,gQlI,I,2,22.0,22.0,5.16,7.83,5.19,1.0,7.83,g,4,-0.9837499999999988,8
4799,QlI,8.813749999999999,holly,0.3,0,hQlI,N,2,19.0,19.0,10.75,7.32,3.13,1.0,7.32,h,4,-1.4937499999999986,8
4800,QlI,8.813749999999999,jolly,0.0,1,_QlI,V,2,19.0,19.0,7.49,6.59,2.03,1.0,6.59,_,4,-2.223749999999999,8
4801,QlI,8.813749999999999,lolly,0.0,0,lQlI,N,2,18.0,13.0,0.22,8.0,4.02,0.72,8.0,l,4,-0.8137499999999989,8
4802,QlI,8.813749999999999,poly,0.0,1,pQlI,N,2,20.0,16.0,0.37,12.81,3.12,0.8,12.81,p,4,3.9962500000000016,8
4803,QlI,8.813749999999999,volley,0.0,0,vQlI,N,2,19.0,17.0,0.47,10.24,3.7,0.89,10.24,v,4,1.4262500000000014,8
4806,QlI_,8.024999999999999,college,2.01,1,kQlI_,N,2,19.0,19.0,85.18,8.37,2.39,1.0,8.37,k,5,0.34500000000000064,2
4807,QlI_,8.024999999999999,knowledge,2.13,0,nQlI_,N,2,19.0,19.0,25.53,7.68,1.95,1.0,7.68,n,5,-0.34499999999999886,2
4814,QlIk,14.195,colic,0.48,0,kQlIk,N,2,21.0,17.0,0.51,13.06,6.07,0.81,13.06,k,5,-1.1349999999999998,2
4815,QlIk,14.195,rollick,0.0,1,rQlIk,V,2,18.0,3.0,0.04,15.33,3.06,0.17,15.33,r,5,1.1349999999999998,2
4835,QljUbP,13.03,soluble,0.3,1,sQljUbP,A,3,19.0,18.0,0.16,11.94,2.58,0.95,11.94,s,7,-1.0899999999999999,2
4836,QljUbP,13.03,voluble,0.0,1,vQljUbP,A,3,20.0,8.0,0.06,14.12,3.27,0.4,14.12,v,7,1.0899999999999999,2
4848,Qm,5.11,bomb,1.61,1,bQm,N,1,19.0,19.0,53.65,8.0,2.49,1.0,8.0,b,3,2.8899999999999997,2
4849,Qm,5.11,mom,0.78,1,mQm,N,1,18.0,18.0,430.39,2.22,1.22,1.0,2.22,m,3,-2.89,2
4854,Qm@,4.525,comma,0.3,1,kQm@,N,2,19.0,19.0,0.98,7.47,1.78,1.0,7.47,k,4,2.9449999999999994,2
4855,Qm@,4.525,momma,0.3,1,mQm@,N,2,19.0,19.0,8.08,1.58,0.69,1.0,1.58,m,4,-2.9450000000000003,2
4866,QmIn1t,9.780000000000001,dominate,1.62,0,dQmIn1t,V,3,18.0,18.0,1.86,8.89,2.54,1.0,8.89,d,7,-0.8900000000000006,2
4867,QmIn1t,9.780000000000001,nominate,0.7,0,nQmIn1t,V,3,18.0,18.0,0.9,10.67,2.5,1.0,10.67,n,7,0.8899999999999988,2
4879,QmIt,6.92,comet,0.3,1,kQmIt,N,2,19.0,19.0,3.08,8.16,2.43,1.0,8.16,k,5,1.2400000000000002,2
4880,QmIt,6.92,vomit,0.48,1,vQmIt,N,2,19.0,19.0,5.33,5.68,2.56,1.0,5.68,v,5,-1.2400000000000002,2
4890,Qmb{t,10.82,combat,0.85,1,kQmb{t,N,2,18.0,18.0,13.84,10.33,2.5,1.0,10.33,k,6,-0.4900000000000002,2
4891,Qmb{t,10.82,wombat,0.0,1,wQmb{t,N,2,18.0,16.0,0.29,11.31,3.46,0.89,11.31,w,6,0.4900000000000002,2
4894,Qmp,9.596666666666668,chomp,0.0,1,JQmp,V,1,19.0,19.0,0.25,6.11,2.21,1.0,6.11,J,4,-3.4866666666666672,3
4895,Qmp,9.596666666666668,pomp,0.3,1,pQmp,N,1,18.0,13.0,0.39,12.38,3.93,0.72,12.38,p,4,2.783333333333333,3
4896,Qmp,9.596666666666668,romp,0.0,1,rQmp,N,1,22.0,20.0,0.53,10.3,3.59,0.91,10.3,r,4,0.7033333333333331,3
4913,Qn,10.645,con,0.3,1,kQn,N,1,22.0,22.0,12.63,9.64,3.17,1.0,9.64,k,3,-1.004999999999999,2
4914,Qn,10.645,don,0.6,1,dQn,N,1,20.0,20.0,6295.78,11.65,4.08,1.0,11.65,d,3,1.0050000000000008,2
4925,QnIk,11.815000000000001,sonic,0.0,0,sQnIk,A,2,18.0,18.0,1.94,11.0,2.74,1.0,11.0,s,5,-0.8150000000000013,2
4926,QnIk,11.815000000000001,tonic,0.6,1,tQnIk,N,2,19.0,19.0,3.82,12.63,4.3,1.0,12.63,t,5,0.8149999999999995,2
4927,QnIt,9.605,bonnet,0.7,1,bQnIt,N,2,18.0,18.0,1.86,6.83,2.28,1.0,6.83,b,5,-2.7750000000000004,2
4928,QnIt,9.605,sonnet,0.3,0,sQnIt,N,2,18.0,16.0,0.76,12.38,2.45,0.89,12.38,s,5,2.7750000000000004,2
4941,Qnd,7.742500000000001,bond,1.43,1,bQnd,N,1,22.0,22.0,31.27,10.21,4.16,1.0,10.21,b,4,2.4675000000000002,4
4942,Qnd,7.742500000000001,fond,1.36,1,fQnd,A,1,19.0,19.0,12.33,9.21,2.42,1.0,9.21,f,4,1.4675000000000002,4
4943,Qnd,7.742500000000001,pond,1.28,1,pQnd,N,1,19.0,19.0,6.33,5.16,1.98,1.0,5.16,p,4,-2.5825000000000005,4
4944,Qnd,7.742500000000001,wand,0.3,1,wQnd,N,1,18.0,18.0,3.08,6.39,3.27,1.0,6.39,w,4,-1.352500000000001,4
4946,Qnd@R,9.063333333333333,ponder,1.0,1,pQnd@R,V,2,19.0,18.0,1.1,11.44,3.43,0.95,11.44,p,6,2.376666666666667,3
4947,Qnd@R,9.063333333333333,wander,1.57,0,wQnd@R,V,2,19.0,18.0,5.86,6.89,2.17,0.95,6.89,w,6,-2.173333333333333,3
4948,Qnd@R,9.063333333333333,yonder,0.0,0,jQnd@R,A,2,21.0,21.0,3.49,8.86,2.45,1.0,8.86,j,6,-0.20333333333333314,3
4991,Qnt,7.83,font,0.0,1,fQnt,N,1,18.0,18.0,0.94,11.5,4.9,1.0,11.5,f,4,3.67,2
4992,Qnt,7.83,want,0.0,1,wQnt,N,1,19.0,19.0,2759.18,4.16,2.32,1.0,4.16,w,4,-3.67,2
5024,Qp,7.1258333333333335,bop,0.0,1,bQp,N,1,19.0,16.0,1.84,6.31,2.77,0.84,6.31,b,3,-0.8158333333333339,12
5025,Qp,7.1258333333333335,chop,0.7,1,JQp,N,1,19.0,19.0,13.61,6.74,2.38,1.0,6.74,J,3,-0.38583333333333325,12
5026,Qp,7.1258333333333335,cop,0.0,1,kQp,N,1,18.0,18.0,86.14,4.94,1.3,1.0,4.94,k,3,-2.185833333333333,12
5027,Qp,7.1258333333333335,fop,0.0,1,fQp,N,1,18.0,7.0,0.22,11.71,3.5,0.39,11.71,f,3,4.584166666666667,12
5028,Qp,7.1258333333333335,hop,0.7,1,hQp,N,1,19.0,19.0,19.16,4.84,2.17,1.0,4.84,h,3,-2.2858333333333336,12
5029,Qp,7.1258333333333335,lop,0.3,1,lQp,V,1,19.0,14.0,0.43,10.0,4.06,0.74,10.0,l,3,2.8741666666666665,12
5030,Qp,7.1258333333333335,mop,0.48,1,mQp,N,1,19.0,19.0,4.14,5.11,1.91,1.0,5.11,m,3,-2.015833333333333,12
5031,Qp,7.1258333333333335,pop,0.6,1,pQp,N,1,22.0,22.0,67.47,4.48,1.59,1.0,4.48,p,3,-2.645833333333333,12
5032,Qp,7.1258333333333335,shop,2.1,1,SQp,N,1,18.0,18.0,53.55,5.78,1.86,1.0,5.78,S,3,-1.3458333333333332,12
5033,Qp,7.1258333333333335,sop,0.0,1,sQp,N,1,18.0,14.0,0.27,12.71,4.55,0.78,12.71,s,3,5.584166666666667,12
5034,Qp,7.1258333333333335,top,2.24,1,tQp,N,1,18.0,18.0,133.43,3.89,1.53,1.0,3.89,t,3,-3.2358333333333333,12
