,coda,set_mean,Word,CobLog,CompCnt,PhonDISC,Class,SylCnt,OccurTotal,OccurNum,Freq_pm,Rating.Mean,Rating.SD,Dunno,AoA_mean,onset,word_length,aoa_impact,set_size
9765,uI,8.975,hooey,0.0,1,huI,N,2,18.0,12.0,0.84,10.17,2.25,0.67,10.17,h,3,1.1950000000000003,2
9766,uI,8.975,phooey,0.0,0,fuI,I,2,21.0,18.0,1.16,7.78,3.92,0.86,7.78,f,3,-1.1949999999999994,2
9767,uJ,10.816666666666668,hooch,0.0,1,huJ,N,1,18.0,16.0,1.04,13.06,4.86,0.89,13.06,h,3,2.2433333333333323,3
9768,uJ,10.816666666666668,mooch,0.0,1,muJ,V,1,19.0,18.0,0.88,11.72,4.84,0.95,11.72,m,3,0.9033333333333324,3
9769,uJ,10.816666666666668,pooch,0.0,1,puJ,N,1,18.0,18.0,1.29,7.67,3.31,1.0,7.67,p,3,-3.1466666666666683,3
9772,uT,7.543333333333333,couth,0.0,1,kuT,A,1,18.0,15.0,0.14,12.13,4.91,0.83,12.13,k,3,4.586666666666668,3
9773,uT,7.543333333333333,tooth,1.94,1,tuT,N,1,18.0,18.0,13.57,3.61,1.09,1.0,3.61,t,3,-3.933333333333333,3
9774,uT,7.543333333333333,youth,1.86,1,juT,N,1,19.0,19.0,16.82,6.89,2.0,1.0,6.89,j,3,-0.6533333333333333,3
9793,ud,7.386666666666667,food,2.47,1,fud,N,1,20.0,20.0,154.43,3.25,1.21,1.0,3.25,f,3,-4.136666666666667,3
9794,ud,7.386666666666667,mood,1.72,1,mud,N,1,19.0,19.0,34.04,6.58,2.87,1.0,6.58,m,3,-0.8066666666666666,3
9795,ud,7.386666666666667,rood,0.0,1,rud,N,1,18.0,6.0,0.06,12.33,3.72,0.33,12.33,r,3,4.943333333333333,3
9801,udP,7.8075,boodle,0.0,1,budP,N,2,18.0,8.0,0.45,13.12,4.45,0.44,13.12,b,4,5.312499999999999,4
9802,udP,7.8075,doodle,0.3,1,dudP,N,2,21.0,21.0,2.1,8.14,3.9,1.0,8.14,d,4,0.33250000000000046,4
9803,udP,7.8075,noodle,0.0,1,nudP,N,2,18.0,18.0,2.9,3.44,1.98,1.0,3.44,n,4,-4.3675,4
9804,udP,7.8075,poodle,0.0,1,pudP,N,2,19.0,19.0,2.84,6.53,2.82,1.0,6.53,p,4,-1.2774999999999999,4
9807,udu,11.175,hoodoo,0.0,1,hudu,N,2,19.0,11.0,0.35,11.82,4.38,0.58,11.82,h,4,0.6449999999999996,2
9808,udu,11.175,voodoo,0.0,1,vudu,N,2,19.0,19.0,4.76,10.53,2.09,1.0,10.53,v,4,-0.6450000000000014,2
9810,uf,5.364,goof,0.0,1,guf,N,1,18.0,18.0,2.22,5.72,2.8,1.0,5.72,g,3,0.35599999999999987,5
9811,uf,5.364,hoof,0.9,1,huf,N,1,21.0,21.0,1.73,6.9,2.51,1.0,6.9,h,3,1.5360000000000005,5
9812,uf,5.364,poof,0.0,1,puf,N,1,19.0,18.0,2.16,5.67,2.38,0.95,5.67,p,3,0.30600000000000005,5
9813,uf,5.364,roof,1.75,1,ruf,N,1,18.0,18.0,35.65,5.0,2.52,1.0,5.0,r,3,-0.3639999999999999,5
9814,uf,5.364,woof,0.0,1,wuf,N,1,19.0,19.0,2.76,3.53,1.87,1.0,3.53,w,3,-1.834,5
9836,ul,7.458749999999999,cool,0.0,1,kul,N,1,19.0,19.0,195.88,4.58,2.32,1.0,4.58,k,3,-2.8787499999999993,8
9837,ul,7.458749999999999,fool,1.62,1,ful,N,1,18.0,18.0,89.33,7.56,3.05,1.0,7.56,f,3,0.10125000000000028,8
9838,ul,7.458749999999999,ghoul,0.0,1,gul,N,1,18.0,17.0,1.02,9.59,4.21,0.94,9.59,g,3,2.1312500000000005,8
9839,ul,7.458749999999999,joule,0.0,1,_ul,N,1,18.0,11.0,0.02,12.73,2.72,0.61,12.73,_,3,5.271250000000001,8
9840,ul,7.458749999999999,pool,1.61,1,pul,N,1,20.0,20.0,46.98,5.15,2.3,1.0,5.15,p,3,-2.308749999999999,8
9841,ul,7.458749999999999,rule,2.09,1,rul,N,1,18.0,18.0,48.14,4.72,1.49,1.0,4.72,r,3,-2.7387499999999996,8
9842,ul,7.458749999999999,tool,1.65,1,tul,N,1,19.0,19.0,10.75,5.37,2.03,1.0,5.37,t,3,-2.088749999999999,8
9843,ul,7.458749999999999,yule,0.0,1,jul,N,1,21.0,18.0,0.37,9.97,3.41,0.86,9.97,j,3,2.5112500000000013,8
9853,um,9.82375,boom,1.18,1,bum,N,1,18.0,18.0,21.8,5.56,2.43,1.0,5.56,b,3,-4.263750000000001,8
9854,um,9.82375,doom,0.7,1,dum,N,1,19.0,19.0,5.61,9.42,3.22,1.0,9.42,d,3,-0.4037500000000005,8
9855,um,9.82375,loom,0.3,1,lum,N,1,18.0,18.0,0.41,8.78,2.02,1.0,8.78,l,3,-1.043750000000001,8
9856,um,9.82375,rheum,0.0,0,rum,N,1,19.0,8.0,0.08,17.38,4.66,0.42,17.38,r,3,7.556249999999999,8
9857,um,9.82375,tomb,1.28,1,tum,N,1,20.0,20.0,5.63,11.05,2.89,1.0,11.05,t,3,1.2262500000000003,8
9858,um,9.82375,whom,2.26,0,hum,PRON,1,21.0,21.0,35.2,8.35,2.77,1.0,8.35,h,3,-1.4737500000000008,8
9859,um,9.82375,womb,0.95,1,wum,N,1,21.0,21.0,3.47,9.48,2.84,1.0,9.48,w,3,-0.34375,8
9860,um,9.82375,zoom,0.0,1,zum,N,1,37.0,37.0,3.55,8.57,3.3,1.0,8.57,z,3,-1.2537500000000001,8
9870,un,8.149999999999999,boon,1.6,1,bun,N,1,19.0,17.0,2.12,12.94,4.12,0.89,12.94,b,3,4.790000000000001,7
9871,un,8.149999999999999,coon,0.0,1,kun,N,1,18.0,18.0,1.25,9.11,4.13,1.0,9.11,k,3,0.9600000000000009,7
9872,un,8.149999999999999,goon,0.0,1,gun,N,1,18.0,18.0,2.27,10.33,3.46,1.0,10.33,g,3,2.1800000000000015,7
9873,un,8.149999999999999,loon,0.0,1,lun,N,1,19.0,16.0,1.41,9.12,2.92,0.84,9.12,l,3,0.9700000000000006,7
9874,un,8.149999999999999,moon,1.77,1,mun,N,1,18.0,18.0,49.96,4.83,2.31,1.0,4.83,m,3,-3.3199999999999985,7
9875,un,8.149999999999999,noon,1.2,1,nun,N,1,19.0,19.0,18.12,5.89,2.18,1.0,5.89,n,3,-2.259999999999999,7
9876,un,8.149999999999999,soon,2.5,1,sun,ADV,1,21.0,20.0,257.65,4.83,1.88,0.95,4.83,s,3,-3.3199999999999985,7
9896,up,6.841666666666666,coop,0.0,1,kup,N,1,21.0,21.0,10.35,8.25,2.76,1.0,8.25,k,3,1.408333333333334,6
9897,up,6.841666666666666,hoop,0.48,1,hup,N,1,18.0,18.0,2.69,6.11,1.45,1.0,6.11,h,3,-0.7316666666666656,6
9898,up,6.841666666666666,loop,0.9,1,lup,N,1,18.0,18.0,6.76,7.22,3.57,1.0,7.22,l,3,0.37833333333333385,6
9899,up,6.841666666666666,poop,0.0,1,pup,N,1,20.0,20.0,5.59,4.0,3.11,1.0,4.0,p,3,-2.841666666666666,6
9900,up,6.841666666666666,soup,1.3,1,sup,N,1,19.0,19.0,25.2,5.37,2.65,1.0,5.37,s,3,-1.4716666666666658,6
9901,up,6.841666666666666,whoop,0.0,1,wup,N,1,22.0,22.0,3.86,10.1,5.7,1.0,10.1,w,3,3.2583333333333337,6
9902,up1,11.315000000000001,coupe,0.0,1,kup1,N,2,18.0,15.0,0.61,13.0,4.04,0.83,13.0,k,4,1.6849999999999987,2
9903,up1,11.315000000000001,toupee,0.0,1,tup1,N,2,19.0,19.0,1.25,9.63,2.61,1.0,9.63,t,4,-1.6850000000000005,2
9918,us,5.876666666666666,goose,1.0,1,gus,N,1,20.0,20.0,13.04,5.15,2.21,1.0,5.15,g,3,-0.7266666666666657,6
9919,us,5.876666666666666,juice,1.38,1,_us,N,1,20.0,20.0,26.88,4.4,2.21,1.0,4.4,_,3,-1.4766666666666657,6
9920,us,5.876666666666666,loose,0.3,1,lus,V,1,21.0,21.0,41.78,7.71,3.64,1.0,7.71,l,3,1.833333333333334,6
9921,us,5.876666666666666,moose,0.0,1,mus,N,1,18.0,18.0,5.53,5.22,1.73,1.0,5.22,m,3,-0.6566666666666663,6
9922,us,5.876666666666666,noose,0.3,1,nus,N,1,18.0,18.0,2.18,8.28,3.54,1.0,8.28,n,3,2.4033333333333333,6
9923,us,5.876666666666666,use,2.36,1,jus,N,1,18.0,18.0,343.84,4.5,1.82,1.0,4.5,j,3,-1.376666666666666,6
9927,ust,9.195,boost,0.48,1,bust,N,1,18.0,18.0,4.51,7.89,2.87,1.0,7.89,b,4,-1.3050000000000006,2
9928,ust,9.195,roost,0.0,1,rust,N,1,18.0,16.0,0.88,10.5,3.81,0.89,10.5,r,4,1.3049999999999997,2
9929,ut,8.797,boot,0.0,1,but,N,1,18.0,18.0,11.14,3.89,1.84,1.0,3.89,b,3,-4.907,10
9930,ut,8.797,chute,0.3,1,Sut,N,1,19.0,19.0,3.61,7.68,2.43,1.0,7.68,S,3,-1.1170000000000009,10
9931,ut,8.797,coot,0.0,1,kut,N,1,19.0,13.0,0.71,12.85,3.36,0.68,12.85,k,3,4.052999999999999,10
9932,ut,8.797,hoot,0.3,1,hut,N,1,18.0,18.0,2.61,7.78,5.06,1.0,7.78,h,3,-1.0170000000000003,10
9933,ut,8.797,jute,0.0,1,_ut,N,1,18.0,12.0,0.24,13.17,3.54,0.67,13.17,_,3,4.372999999999999,10
9934,ut,8.797,loot,0.6,1,lut,N,1,19.0,19.0,3.55,10.21,3.68,1.0,10.21,l,3,1.4130000000000003,10
9935,ut,8.797,moot,0.0,1,mut,V,1,19.0,16.0,1.18,14.25,3.26,0.84,14.25,m,3,5.452999999999999,10
9936,ut,8.797,root,1.68,1,rut,N,1,18.0,18.0,10.47,5.94,2.15,1.0,5.94,r,3,-2.857,10
9937,ut,8.797,suit,1.72,1,sut,N,1,18.0,18.0,68.61,6.67,2.2,1.0,6.67,s,3,-2.1270000000000007,10
9938,ut,8.797,toot,0.0,1,tut,N,1,20.0,19.0,1.57,5.53,3.42,0.95,5.53,t,3,-3.2670000000000003,10
9948,uts,5.265000000000001,boots,0.0,1,buts,N,1,21.0,21.0,19.16,4.86,2.71,1.0,4.86,b,4,-0.40500000000000025,2
9949,uts,5.265000000000001,toots,0.0,1,tuts,N,1,19.0,18.0,3.29,5.67,4.65,0.95,5.67,t,4,0.40499999999999936,2
9958,uz,8.2775,booze,0.48,1,buz,N,1,20.0,19.0,10.94,10.42,2.93,0.95,10.42,b,3,2.1425,4
9959,uz,8.2775,choose,2.25,1,Juz,V,1,19.0,19.0,48.06,4.74,1.79,1.0,4.74,J,3,-3.5374999999999996,4
9960,uz,8.2775,lose,2.53,1,luz,V,1,18.0,18.0,164.35,5.78,2.32,1.0,5.78,l,3,-2.4974999999999996,4
9961,uz,8.2775,ruse,0.0,1,ruz,N,1,20.0,18.0,1.67,12.17,3.17,0.9,12.17,r,3,3.8925,4
9965,v,5.074999999999999,eve,1.0,1,iv,N,1,22.0,22.0,28.18,5.6,2.45,1.0,5.6,i,2,0.5250000000000004,2
9966,v,5.074999999999999,of,4.48,1,Qv,PREP,1,21.0,21.0,11577.24,4.55,2.36,1.0,4.55,Q,2,-0.5249999999999995,2
9973,v3t,12.665,avert,0.9,1,@v3t,V,2,20.0,17.0,0.59,10.71,4.16,0.85,10.71,@,4,-1.9549999999999983,2
9974,v3t,12.665,overt,0.78,1,5v3t,A,2,18.0,16.0,0.27,14.62,2.87,0.89,14.62,5,4,1.955,2
9975,v4d,10.615,avoid,2.06,0,@v4d,V,2,20.0,20.0,24.29,8.5,2.95,1.0,8.5,@,4,-2.115,2
9976,v4d,10.615,ovoid,0.0,1,5v4d,N,2,18.0,11.0,0.04,12.73,4.27,0.61,12.73,5,4,2.115,2
9981,v@R,5.915,ever,2.65,1,Ev@R,ADV,2,20.0,20.0,709.22,6.26,2.23,1.0,6.26,E,4,0.34499999999999975,2
9982,v@R,5.915,over,1.49,1,5v@R,N,2,20.0,20.0,1323.29,5.57,1.79,1.0,5.57,5,4,-0.34499999999999975,2
10002,v@rI,10.825,ivory,1.04,0,2v@rI,N,3,18.0,18.0,1.39,9.39,3.22,1.0,9.39,2,5,-1.4349999999999987,2
10003,v@rI,10.825,ovary,0.3,0,5v@rI,N,3,19.0,19.0,0.51,12.26,3.46,1.0,12.26,5,5,1.4350000000000005,2
10016,vH,6.02,even,0.0,1,ivH,N,2,20.0,20.0,875.92,6.37,2.33,1.0,6.37,i,3,0.35000000000000053,2
10017,vH,6.02,oven,1.3,1,VvH,N,2,18.0,18.0,8.88,5.67,2.0,1.0,5.67,V,3,-0.34999999999999964,2
10024,vP,6.33,evil,1.48,1,ivP,N,2,21.0,21.0,73.16,6.71,2.99,1.0,6.71,i,3,0.3799999999999999,2
10025,vP,6.33,oval,0.0,1,5vP,N,2,21.0,21.0,1.35,5.95,2.84,1.0,5.95,5,3,-0.3799999999999999,2
10049,w$t,10.055,quart,0.6,1,kw$t,N,1,20.0,20.0,2.08,7.5,1.79,1.0,7.5,k,4,-2.5549999999999997,2
10050,w$t,10.055,thwart,0.0,1,Tw$t,N,1,19.0,18.0,0.33,12.61,3.26,0.95,12.61,T,4,2.5549999999999997,2
10058,w1k,6.41,awake,0.9,1,@w1k,V,2,18.0,18.0,26.71,4.67,1.33,1.0,4.67,@,4,-1.7400000000000002,2
10059,w1k,6.41,quake,0.0,1,kw1k,N,1,20.0,20.0,1.61,8.15,2.21,1.0,8.15,k,4,1.7400000000000002,2
10070,w2n,10.04,swine,0.3,1,sw2n,N,1,21.0,20.0,4.43,10.7,4.66,0.95,10.7,s,4,0.6600000000000001,2
10071,w2n,10.04,twine,0.3,1,tw2n,N,1,37.0,34.0,0.57,9.38,3.38,0.92,9.38,t,4,-0.6599999999999984,2
10076,w3l,5.195,swirl,0.3,1,sw3l,N,1,18.0,18.0,0.9,6.67,2.54,1.0,6.67,s,4,1.4749999999999996,2
10077,w3l,5.195,twirl,0.0,1,tw3l,N,1,18.0,18.0,1.31,3.72,1.23,1.0,3.72,t,4,-1.475,2
10085,w8R,6.98,aware,2.0,0,@w8R,A,2,20.0,20.0,35.65,6.75,2.69,1.0,6.75,@,4,-0.23000000000000043,2
10086,w8R,6.98,swear,1.51,1,sw8R,V,1,19.0,19.0,88.16,7.21,2.9,1.0,7.21,s,4,0.22999999999999954,2
10089,wEl,10.593333333333334,dwell,0.95,1,dwEl,V,1,19.0,18.0,2.78,10.78,3.61,0.95,10.78,d,4,0.18666666666666565,3
10090,wEl,10.593333333333334,quell,0.3,1,kwEl,V,1,18.0,12.0,0.33,13.58,2.64,0.67,13.58,k,4,2.9866666666666664,3
10091,wEl,10.593333333333334,swell,0.6,1,swEl,N,1,19.0,19.0,20.8,7.42,3.08,1.0,7.42,s,4,-3.173333333333334,3
10100,wIJ,6.8100000000000005,switch,1.34,1,swIJ,N,1,18.0,18.0,28.12,4.78,2.24,1.0,4.78,s,4,-2.0300000000000002,2
10101,wIJ,6.8100000000000005,twitch,0.48,1,twIJ,N,1,19.0,19.0,2.14,8.84,2.5,1.0,8.84,t,4,2.0299999999999994,2
10110,wIg,8.085,swig,0.3,1,swIg,N,1,19.0,18.0,0.94,9.89,4.19,0.95,9.89,s,4,1.8049999999999997,2
10111,wIg,8.085,twig,0.95,1,twIg,N,1,18.0,18.0,1.35,6.28,3.03,1.0,6.28,t,4,-1.8050000000000006,2
10113,wIl,11.29,quill,0.48,1,kwIl,N,1,22.0,22.0,2.73,9.04,3.14,1.0,9.04,k,4,-2.25,3
10114,wIl,11.29,swill,0.0,1,swIl,N,1,19.0,14.0,0.96,14.0,2.48,0.74,14.0,s,4,2.710000000000001,3
10115,wIl,11.29,twill,0.0,1,twIl,N,1,18.0,12.0,0.25,10.83,4.26,0.67,10.83,t,4,-0.4599999999999991,3
10120,wIn,9.275,quin,0.0,1,kwIn,N,1,22.0,13.0,0.2,12.49,2.46,0.59,12.49,k,4,3.215,2
10121,wIn,9.275,twin,1.53,1,twIn,N,1,18.0,18.0,10.43,6.06,1.73,1.0,6.06,t,4,-3.2150000000000007,2
10123,wIndP,11.155000000000001,dwindle,0.95,1,dwIndP,V,2,20.0,20.0,0.1,11.25,3.6,1.0,11.25,d,6,0.09499999999999886,2
10124,wIndP,11.155000000000001,swindle,0.0,1,swIndP,N,2,18.0,17.0,0.71,11.06,2.7,0.94,11.06,s,6,-0.09500000000000064,2
10133,wIt,8.629999999999999,quit,1.11,1,kwIt,V,1,19.0,19.0,90.1,5.26,2.18,1.0,5.26,k,4,-3.369999999999999,2
10134,wIt,8.629999999999999,twit,0.0,1,twIt,N,1,19.0,18.0,1.39,12.0,3.77,0.95,12.0,t,4,3.370000000000001,2
10143,wQS,11.835,quash,0.0,1,kwQS,V,1,18.0,10.0,0.22,12.1,4.09,0.56,12.1,k,4,0.2649999999999988,2
10144,wQS,11.835,swash,0.0,1,swQS,V,1,18.0,14.0,0.1,11.57,3.2,0.78,11.57,s,4,-0.26500000000000057,2
10147,wQdP,10.620000000000001,swaddle,0.0,1,swQdP,V,2,19.0,17.0,0.08,10.24,3.72,0.89,10.24,s,5,-0.3800000000000008,2
10148,wQdP,10.620000000000001,twaddle,0.0,1,twQdP,N,2,19.0,12.0,0.14,11.0,5.54,0.63,11.0,t,5,0.379999999999999,2
10169,wQt,11.344999999999999,swat,0.0,1,swQt,N,1,21.0,20.0,3.84,7.25,5.11,0.95,7.25,s,4,-4.094999999999999,2
10170,wQt,11.344999999999999,twat,0.0,1,twQt,N,1,18.0,16.0,1.31,15.44,2.71,0.89,15.44,t,4,4.095000000000001,2
10178,wit,11.21,suite,1.08,1,swit,N,1,19.0,19.0,16.65,9.37,2.91,1.0,9.37,s,4,-1.8400000000000016,2
10179,wit,11.21,tweet,0.0,1,twit,N,1,19.0,19.0,0.84,13.05,7.64,1.0,13.05,t,4,1.8399999999999999,2
10190,w{k,8.75,quack,0.0,1,kw{k,N,1,21.0,21.0,4.63,5.25,3.59,1.0,5.25,k,4,-3.5,2
10191,w{k,8.75,thwack,0.0,1,Tw{k,N,1,18.0,16.0,0.04,12.25,3.91,0.89,12.25,T,4,3.5,2
10193,z,6.5249999999999995,as,3.48,1,{z,C,1,20.0,20.0,2217.02,6.1,2.3,1.0,6.1,{,2,-0.4249999999999998,4
10194,z,6.5249999999999995,ease,1.36,1,iz,N,1,19.0,19.0,19.1,9.11,2.49,1.0,9.11,i,2,2.585,4
10195,z,6.5249999999999995,eyes,0.0,1,2z,N,1,22.0,22.0,221.55,3.44,1.36,1.0,3.44,2,2,-3.0849999999999995,4
10196,z,6.5249999999999995,ooze,0.0,1,uz,N,1,21.0,20.0,0.53,7.45,2.87,0.95,7.45,u,2,0.9250000000000007,4
10208,{J,7.152857142857143,batch,0.7,1,b{J,N,1,19.0,19.0,4.16,6.74,1.85,1.0,6.74,b,3,-0.4128571428571428,7
10209,{J,7.152857142857143,catch,1.0,1,k{J,N,1,1928.0,1928.0,135.51,4.61,2.07,1.0,4.61,k,3,-2.5428571428571427,7
10210,{J,7.152857142857143,hatch,0.78,1,h{J,N,1,20.0,20.0,12.82,7.0,3.03,1.0,7.0,h,3,-0.15285714285714302,7
10211,{J,7.152857142857143,latch,0.3,1,l{J,N,1,19.0,19.0,1.92,8.0,3.28,1.0,8.0,l,3,0.847142857142857,7
10212,{J,7.152857142857143,match,1.76,1,m{J,N,1,18.0,18.0,49.43,5.72,1.87,1.0,5.72,m,3,-1.4328571428571433,7
10213,{J,7.152857142857143,patch,1.45,1,p{J,N,1,18.0,18.0,17.41,7.28,2.63,1.0,7.28,p,3,0.12714285714285722,7
10214,{J,7.152857142857143,thatch,0.3,1,T{J,N,1,19.0,18.0,0.75,10.72,2.54,0.95,10.72,T,3,3.5671428571428576,7
10220,{JIt,9.205,hatchet,0.3,1,h{JIt,N,2,20.0,20.0,1.96,8.2,2.04,1.0,8.2,h,5,-1.0050000000000008,2
10221,{JIt,9.205,ratchet,0.0,0,r{JIt,N,2,19.0,19.0,0.75,10.21,3.33,1.0,10.21,r,5,1.0050000000000008,2
10224,{N,8.286666666666667,bang,0.9,1,b{N,N,1,19.0,19.0,19.98,5.74,2.88,1.0,5.74,b,3,-2.546666666666667,6
10225,{N,8.286666666666667,fang,0.3,1,f{N,N,1,19.0,19.0,1.92,8.47,3.01,1.0,8.47,f,3,0.18333333333333357,6
10226,{N,8.286666666666667,gang,1.38,1,g{N,N,1,18.0,18.0,30.14,9.22,3.28,1.0,9.22,g,3,0.9333333333333336,6
10227,{N,8.286666666666667,hang,0.0,1,h{N,N,1,19.0,19.0,147.75,6.68,2.21,1.0,6.68,h,3,-1.6066666666666674,6
10228,{N,8.286666666666667,pang,0.7,1,p{N,N,1,19.0,16.0,1.59,10.5,4.55,0.84,10.5,p,3,2.213333333333333,6
10229,{N,8.286666666666667,tang,0.3,1,t{N,N,1,19.0,19.0,2.24,9.11,4.48,1.0,9.11,t,3,0.8233333333333324,6
10234,{Ng5,9.445,mango,0.0,1,m{Ng5,N,2,18.0,18.0,1.65,8.22,4.25,1.0,8.22,m,5,-1.2249999999999996,2
10235,{Ng5,9.445,tango,0.0,1,t{Ng5,N,2,18.0,18.0,5.37,10.67,3.41,1.0,10.67,t,5,1.2249999999999996,2
10239,{NgP,9.204285714285714,bangle,0.0,1,b{NgP,N,2,21.0,17.0,0.1,8.65,3.35,0.81,8.65,b,5,-0.5542857142857134,7
10240,{NgP,9.204285714285714,dangle,1.0,1,d{NgP,V,2,18.0,18.0,1.33,6.89,2.03,1.0,6.89,d,5,-2.314285714285714,7
10241,{NgP,9.204285714285714,jangle,0.3,1,_{NgP,V,2,19.0,15.0,0.33,8.0,2.85,0.79,8.0,_,5,-1.2042857142857137,7
10242,{NgP,9.204285714285714,mangle,0.0,1,m{NgP,N,2,18.0,17.0,0.27,11.29,3.69,0.94,11.29,m,5,2.0857142857142854,7
10243,{NgP,9.204285714285714,tangle,0.85,1,t{NgP,N,2,19.0,19.0,1.04,6.32,2.75,1.0,6.32,t,5,-2.8842857142857135,7
10244,{NgP,9.204285714285714,wangle,0.0,1,w{NgP,N,2,19.0,10.0,0.16,13.0,3.71,0.53,13.0,w,5,3.7957142857142863,7
10245,{NgP,9.204285714285714,wrangle,0.0,1,r{NgP,N,2,18.0,18.0,0.35,10.28,3.01,1.0,10.28,r,5,1.0757142857142856,7
10254,{Nk,9.144444444444444,bank,2.24,1,b{Nk,N,1,18.0,18.0,84.98,6.44,2.41,1.0,6.44,b,4,-2.7044444444444435,9
10255,{Nk,9.144444444444444,dank,0.3,1,d{Nk,A,1,22.0,19.0,0.55,12.37,4.3,0.86,12.37,d,4,3.2255555555555553,9
10256,{Nk,9.144444444444444,hank,0.3,1,h{Nk,N,1,20.0,13.0,25.31,10.53,6.04,0.65,10.53,h,4,1.3855555555555554,9
10257,{Nk,9.144444444444444,lank,0.0,1,l{Nk,A,1,19.0,14.0,0.02,13.36,4.27,0.74,13.36,l,4,4.2155555555555555,9
10258,{Nk,9.144444444444444,rank,1.4,1,r{Nk,N,1,19.0,19.0,8.49,9.42,2.04,1.0,9.42,r,4,0.275555555555556,9
10259,{Nk,9.144444444444444,shank,0.48,1,S{Nk,N,1,19.0,18.0,1.35,11.89,3.16,0.95,11.89,S,4,2.7455555555555566,9
10260,{Nk,9.144444444444444,tank,1.59,1,t{Nk,N,1,18.0,18.0,25.61,7.17,2.36,1.0,7.17,t,4,-1.974444444444444,9
10261,{Nk,9.144444444444444,thank,2.06,1,T{Nk,V,1,19.0,19.0,1115.24,3.79,1.72,1.0,3.79,T,4,-5.354444444444444,9
10262,{Nk,9.144444444444444,yank,0.0,1,j{Nk,N,1,21.0,21.0,4.71,7.33,3.06,1.0,7.33,j,4,-1.8144444444444439,9
10266,{NkIN,9.14,banking,0.9,1,b{NkIN,N,2,18.0,18.0,2.98,9.0,1.78,1.0,9.0,b,6,-0.14000000000000057,2
10267,{NkIN,9.14,ranking,0.0,1,r{NkIN,A,2,18.0,18.0,1.39,9.28,2.52,1.0,9.28,r,6,0.1399999999999988,2
10279,{S,9.303,bash,0.0,1,b{S,N,1,19.0,19.0,3.27,8.84,2.69,1.0,8.84,b,3,-0.46300000000000097,10
10280,{S,9.303,cache,0.0,1,k{S,N,1,21.0,20.0,0.61,15.05,2.68,0.95,15.05,k,3,5.747,10
10281,{S,9.303,dash,0.78,1,d{S,N,1,19.0,19.0,6.04,7.74,2.92,1.0,7.74,d,3,-1.5630000000000006,10
10282,{S,9.303,gash,0.48,1,g{S,N,1,19.0,19.0,0.69,7.95,2.99,1.0,7.95,g,3,-1.3530000000000006,10
10283,{S,9.303,gnash,0.0,1,n{S,V,1,19.0,19.0,0.1,10.84,3.2,1.0,10.84,n,3,1.536999999999999,10
10284,{S,9.303,hash,0.3,1,h{S,N,1,19.0,19.0,3.53,12.74,4.43,1.0,12.74,h,3,3.4369999999999994,10
10285,{S,9.303,lash,0.6,1,l{S,N,1,18.0,17.0,1.67,9.47,3.26,0.94,9.47,l,3,0.16699999999999982,10
10286,{S,9.303,mash,0.3,1,m{S,N,1,19.0,19.0,4.39,6.95,3.39,1.0,6.95,m,3,-2.3530000000000006,10
10287,{S,9.303,rash,0.9,1,r{S,N,1,18.0,18.0,8.04,5.78,2.1,1.0,5.78,r,3,-3.5230000000000006,10
10288,{S,9.303,sash,0.48,1,s{S,N,1,19.0,18.0,1.14,7.67,2.63,0.95,7.67,s,3,-1.633000000000001,10
10289,{S1,13.37,cachet,0.0,1,k{S1,N,2,21.0,16.0,0.18,15.12,5.02,0.76,15.12,k,4,1.75,2
10290,{S1,13.37,sachet,0.0,0,s{S1,N,2,18.0,16.0,0.06,11.62,3.63,0.89,11.62,s,4,-1.75,2
10292,{S@nP,8.475,national,0.48,1,n{S@nP,N,3,18.0,18.0,38.16,6.89,2.81,1.0,6.89,n,6,-1.585,2
10293,{S@nP,8.475,rational,1.45,0,r{S@nP,A,3,18.0,18.0,5.02,10.06,3.26,1.0,10.06,r,6,1.5850000000000009,2
10294,{SH,9.796666666666667,fashion,1.81,0,f{SH,N,2,20.0,20.0,18.76,8.2,3.07,1.0,8.2,f,4,-1.5966666666666676,3
10295,{SH,9.796666666666667,passion,1.56,0,p{SH,N,2,19.0,19.0,19.76,10.79,3.9,1.0,10.79,p,4,0.9933333333333323,3
10296,{SH,9.796666666666667,ration,0.78,0,r{SH,N,2,1928.0,1892.0,1.29,10.4,3.0,0.98,10.4,r,4,0.6033333333333335,3
10311,{_,10.655,badge,0.95,1,b{_,N,1,18.0,18.0,15.25,6.11,1.81,1.0,6.11,b,3,-4.544999999999999,2
10312,{_,10.655,cadge,0.0,1,k{_,V,1,18.0,5.0,0.02,15.2,2.39,0.28,15.2,k,3,4.545,2
10319,{b,8.16,cab,1.04,1,k{b,N,1,18.0,18.0,35.8,6.94,2.86,1.0,6.94,k,3,-1.2199999999999998,7
10320,{b,8.16,dab,0.3,1,d{b,N,1,18.0,18.0,1.12,6.72,2.4,1.0,6.72,d,3,-1.4400000000000004,7
10321,{b,8.16,gab,0.0,1,g{b,N,1,19.0,17.0,0.69,9.41,4.02,0.89,9.41,g,3,1.25,7
10322,{b,8.16,jab,0.0,1,_{b,N,1,19.0,19.0,3.35,8.42,1.84,1.0,8.42,_,3,0.2599999999999998,7
10323,{b,8.16,lab,1.0,1,l{b,N,1,21.0,21.0,39.61,8.71,2.9,1.0,8.71,l,3,0.5500000000000007,7
