,coda,set_mean,Word,CobLog,CompCnt,PhonDISC,Class,SylCnt,Bigram,Conc.M,Conc.SD,Unknown,Total,Percent_known,SUBTLEX,Dom_Pos,Concreteness,onset,word_length,concreteness_impact,set_size
2465,Em,4.116666666666666,gem,0.48,1,_Em,N,1,0,4.88,0.44,0,25,1.0,126,Noun,4.88,_,3,0.7633333333333336,3
2466,Em,4.116666666666666,hem,0.48,1,hEm,N,1,0,4.43,0.96,0,28,1.0,42,Noun,4.43,h,3,0.31333333333333346,3
2467,Em,4.116666666666666,them,3.37,1,DEm,PRON,1,0,3.04,1.45,0,28,1.0,90720,Pronoun,3.04,D,3,-1.0766666666666662,3
2468,Em5,3.955,demo,0.3,1,dEm5,N,2,0,3.66,1.32,0,29,1.0,168,Noun,3.66,d,4,-0.29499999999999993,2
2469,Em5,3.955,memo,0.6,1,mEm5,N,2,0,4.25,1.24,0,28,1.0,337,Noun,4.25,m,4,0.29499999999999993,2
2495,Emp,3.885,hemp,0.3,1,hEmp,N,1,0,4.85,0.46,0,27,1.0,17,Noun,4.85,h,4,0.9649999999999999,2
2496,Emp,3.885,temp,0.0,1,tEmp,N,1,0,2.92,1.23,0,26,1.0,154,Noun,2.92,t,4,-0.9649999999999999,2
2509,En,3.5825000000000005,den,1.0,1,dEn,N,1,0,4.57,0.79,0,28,1.0,312,Noun,4.57,d,3,0.9874999999999998,8
2510,En,3.5825000000000005,hen,1.18,1,hEn,N,1,0,4.9,0.41,0,29,1.0,163,Noun,4.9,h,3,1.3175,8
2511,En,3.5825000000000005,pen,1.42,1,pEn,N,1,0,4.92,0.42,11,5892,1.0,1261,Noun,4.92,p,3,1.3374999999999995,8
2512,En,3.5825000000000005,ten,0.9,1,tEn,N,1,0,3.39,1.59,0,28,1.0,7395,Number,3.39,t,3,-0.19250000000000034,8
2513,En,3.5825000000000005,then,3.27,1,DEn,ADV,1,0,1.44,0.8,2,29,0.93,75966,Adverb,1.44,D,3,-2.1425000000000005,8
2514,En,3.5825000000000005,when,0.0,1,wEn,ADV,1,0,1.6,1.04,0,30,1.0,103739,Conjunction,1.6,w,3,-1.9825000000000004,8
2515,En,3.5825000000000005,wren,0.78,1,rEn,N,1,0,3.8,1.76,4,29,0.86,19,Name,3.8,r,3,0.21749999999999936,8
2516,En,3.5825000000000005,yen,0.0,1,jEn,N,1,0,4.04,1.26,2,29,0.93,312,Noun,4.04,j,3,0.4574999999999996,8
2526,En@nt,4.46,pennant,0.0,1,pEn@nt,N,2,0,4.37,1.15,1,28,0.96,38,Noun,4.37,p,6,-0.08999999999999986,2
2527,En@nt,4.46,tenant,1.49,1,tEn@nt,N,2,0,4.55,0.95,1,30,0.97,155,Noun,4.55,t,6,0.08999999999999986,2
2534,EnI,3.6,many,2.99,1,mEnI,PRON,2,0,2.37,1.52,0,30,1.0,18331,Determiner,2.37,m,4,-1.23,2
2535,EnI,3.6,penny,1.43,0,pEnI,N,2,0,4.83,0.6,0,29,1.0,1239,Noun,4.83,p,4,1.23,2
2543,EnIt,3.505,senate,1.18,1,sEnIt,N,2,0,3.81,1.39,0,26,1.0,331,Noun,3.81,s,5,0.30500000000000016,2
2544,EnIt,3.505,tenet,0.3,1,tEnIt,N,2,0,3.2,1.55,4,29,0.86,6,Noun,3.2,t,5,-0.3049999999999997,2
2549,EnJ,4.553333333333334,bench,1.42,1,bEnJ,N,1,0,4.87,0.43,0,30,1.0,493,Noun,4.87,b,4,0.31666666666666643,3
2550,EnJ,4.553333333333334,wench,0.0,1,wEnJ,N,1,0,3.86,1.3,0,28,1.0,88,Noun,3.86,w,4,-0.6933333333333338,3
2551,EnJ,4.553333333333334,wrench,0.48,1,rEnJ,N,1,0,4.93,0.38,1,29,0.97,202,Noun,4.93,r,4,0.37666666666666604,3
2552,EnJ@R,3.6500000000000004,denture,0.0,0,dEnJ@R,N,2,0,4.7,0.72,0,27,1.0,10,Noun,4.7,d,6,1.0499999999999998,2
2553,EnJ@R,3.6500000000000004,venture,1.04,1,vEnJ@R,N,2,0,2.6,1.48,0,30,1.0,241,Noun,2.6,v,6,-1.0500000000000003,2
2557,EnSH,3.29,mention,1.11,1,mEnSH,N,2,0,2.69,1.26,0,29,1.0,3033,Verb,2.69,m,5,-0.6000000000000001,2
2558,EnSH,3.29,pension,1.69,0,pEnSH,N,2,0,3.89,1.22,0,27,1.0,247,Noun,3.89,p,5,0.6000000000000001,2
2561,End,2.8924999999999996,bend,1.0,1,bEnd,N,1,0,3.88,1.3,0,25,1.0,768,Verb,3.88,b,4,0.9875000000000003,8
2562,End,2.8924999999999996,fend,0.3,1,fEnd,V,1,0,2.34,1.26,0,29,1.0,47,Verb,2.34,f,4,-0.5524999999999998,8
2563,End,2.8924999999999996,lend,1.43,1,lEnd,V,1,0,3.07,1.56,0,29,1.0,595,Verb,3.07,l,4,0.1775000000000002,8
2564,End,2.8924999999999996,mend,0.0,1,mEnd,N,1,0,3.5,1.26,1,29,0.97,133,Verb,3.5,m,4,0.6075000000000004,8
2565,End,2.8924999999999996,rend,0.3,1,rEnd,V,1,0,2.61,1.27,3,26,0.88,16,Verb,2.61,r,4,-0.28249999999999975,8
2566,End,2.8924999999999996,send,2.43,1,sEnd,V,1,0,2.7,1.23,0,27,1.0,9169,Verb,2.7,s,4,-0.19249999999999945,8
2567,End,2.8924999999999996,tend,2.11,1,tEnd,V,1,0,2.0,1.09,0,28,1.0,626,Verb,2.0,t,4,-0.8924999999999996,8
2568,End,2.8924999999999996,vend,0.0,1,vEnd,V,1,0,3.04,1.64,3,29,0.9,0,,3.04,v,4,0.1475000000000004,8
2569,End@R,2.6833333333333336,gender,0.78,0,_End@R,N,2,0,3.33,1.47,0,27,1.0,143,Noun,3.33,_,6,0.6466666666666665,3
2570,End@R,2.6833333333333336,render,1.26,0,rEnd@R,V,2,0,2.14,1.33,0,29,1.0,103,Verb,2.14,r,6,-0.5433333333333334,3
2571,End@R,2.6833333333333336,tender,0.0,1,tEnd@R,N,2,0,2.58,1.33,0,26,1.0,453,Adjective,2.58,t,6,-0.1033333333333335,3
2576,EndIN,2.79,mending,0.0,1,mEndIN,N,2,0,3.43,1.45,0,28,1.0,49,Verb,3.43,m,6,0.6400000000000001,2
2577,EndIN,2.79,pending,0.3,1,pEndIN,A,2,0,2.15,1.29,0,27,1.0,174,Adjective,2.15,p,6,-0.6400000000000001,2
2586,Enju,4.105,menu,1.0,1,mEnju,N,2,0,4.67,0.96,0,27,1.0,508,Noun,4.67,m,5,0.5649999999999995,2
2587,Enju,4.105,venue,0.6,1,vEnju,N,2,0,3.54,1.48,0,28,1.0,73,Noun,3.54,v,5,-0.5650000000000004,2
2588,Ens,2.5100000000000002,dense,1.2,1,dEns,A,1,0,3.14,1.53,0,29,1.0,108,Adjective,3.14,d,4,0.6299999999999999,7
2589,Ens,2.5100000000000002,fence,1.48,1,fEns,N,1,0,4.82,0.55,0,28,1.0,819,Noun,4.82,f,4,2.31,7
2590,Ens,2.5100000000000002,hence,1.49,1,hEns,ADV,1,0,1.41,0.73,0,22,1.0,247,Adverb,1.41,h,4,-1.1000000000000003,7
2591,Ens,2.5100000000000002,sense,2.44,1,sEns,N,1,0,2.61,1.45,0,28,1.0,6722,Noun,2.61,s,4,0.09999999999999964,7
2592,Ens,2.5100000000000002,tense,0.48,1,tEns,N,1,0,2.35,1.29,0,26,1.0,522,Adjective,2.35,t,4,-0.16000000000000014,7
2593,Ens,2.5100000000000002,thence,0.6,1,DEns,ADV,1,0,1.36,0.91,4,29,0.86,14,Adverb,1.36,D,4,-1.1500000000000001,7
2594,Ens,2.5100000000000002,whence,0.7,1,wEns,ADV,1,0,1.88,1.24,4,30,0.87,53,Adverb,1.88,w,4,-0.6300000000000003,7
2603,Ent,4.2700000000000005,cent,2.46,1,sEnt,N,1,0,4.19,1.2,0,26,1.0,483,Noun,4.19,s,4,-0.08000000000000007,6
2604,Ent,4.2700000000000005,dent,0.0,1,dEnt,N,1,0,4.63,0.81,0,30,1.0,180,Noun,4.63,d,4,0.35999999999999943,6
2605,Ent,4.2700000000000005,gent,0.3,1,_Ent,N,1,0,3.8,1.22,4,29,0.86,82,Noun,3.8,_,4,-0.47000000000000064,6
2606,Ent,4.2700000000000005,rent,1.71,1,rEnt,N,1,0,3.48,1.34,0,27,1.0,1762,Noun,3.48,r,4,-0.7900000000000005,6
2607,Ent,4.2700000000000005,tent,1.64,1,tEnt,N,1,0,4.96,0.19,0,27,1.0,892,Noun,4.96,t,4,0.6899999999999995,6
2608,Ent,4.2700000000000005,vent,0.48,1,vEnt,N,1,0,4.56,0.93,0,27,1.0,225,Noun,4.56,v,4,0.28999999999999915,6
2609,Ent$R,3.715,centaur,0.0,1,sEnt$R,N,2,0,3.73,1.69,3,29,0.9,7,Noun,3.73,s,6,0.015000000000000124,2
2610,Ent$R,3.715,mentor,0.3,0,mEnt$R,N,2,0,3.7,1.18,0,30,1.0,178,Noun,3.7,m,6,-0.01499999999999968,2
2622,EntP,2.55,dental,0.7,0,dEntP,A,2,0,3.08,1.53,0,25,1.0,315,Adjective,3.08,d,5,0.5300000000000002,3
2623,EntP,2.55,gentle,1.56,1,_EntP,A,2,0,2.53,1.38,0,30,1.0,844,Adjective,2.53,_,5,-0.020000000000000018,3
2624,EntP,2.55,mental,1.74,0,mEntP,A,2,0,2.04,1.16,0,27,1.0,1002,Adjective,2.04,m,5,-0.5099999999999998,3
2636,Ep@R,4.165,leper,0.0,0,lEp@R,N,2,0,3.74,1.36,3,26,0.88,63,Noun,3.74,l,5,-0.4249999999999998,2
2637,Ep@R,4.165,pepper,0.95,0,pEp@R,N,2,0,4.59,0.78,0,29,1.0,449,Noun,4.59,p,5,0.4249999999999998,2
2677,ErI,3.7566666666666664,berry,1.0,1,bErI,N,2,0,4.93,0.37,0,29,1.0,178,Name,4.93,b,4,1.1733333333333333,6
2678,ErI,3.7566666666666664,cherry,0.85,1,JErI,N,2,0,4.62,1.1,0,26,1.0,693,Noun,4.62,J,4,0.8633333333333337,6
2679,ErI,3.7566666666666664,ferry,0.9,0,fErI,N,2,0,4.83,0.6,0,29,1.0,273,Noun,4.83,f,4,1.0733333333333337,6
2680,ErI,3.7566666666666664,merry,0.9,0,mErI,A,2,0,2.41,1.27,0,29,1.0,1994,Adjective,2.41,m,4,-1.3466666666666662,6
2681,ErI,3.7566666666666664,sherry,0.95,0,SErI,N,2,0,4.32,1.09,2,30,0.93,705,Noun,4.32,S,4,0.5633333333333339,6
2682,ErI,3.7566666666666664,very,1.52,1,vErI,A,2,0,1.43,0.82,0,30,1.0,63304,Adverb,1.43,v,4,-2.326666666666666,6
2684,ErIS,2.475,cherish,0.95,0,JErIS,V,2,0,1.73,1.04,0,26,1.0,227,Verb,1.73,J,5,-0.7450000000000001,2
2685,ErIS,2.475,perish,0.85,0,pErIS,V,2,0,3.22,1.55,0,27,1.0,132,Verb,3.22,p,5,0.7450000000000001,2
2694,ErIt,3.315,ferret,0.3,1,fErIt,N,2,0,4.97,0.19,0,29,1.0,83,Noun,4.97,f,5,1.6549999999999998,2
2695,ErIt,3.315,merit,1.2,1,mErIt,N,2,0,1.66,0.97,0,29,1.0,173,Noun,1.66,m,5,-1.655,2
2699,Es,3.1580000000000004,chess,1.18,1,JEs,N,1,0,4.7,0.67,0,27,1.0,380,Noun,4.7,J,3,1.5419999999999998,5
2700,Es,3.1580000000000004,guess,1.0,1,gEs,N,1,0,2.28,1.19,0,29,1.0,23153,Verb,2.28,g,3,-0.8780000000000006,5
2701,Es,3.1580000000000004,less,0.0,1,lEs,PREP,1,0,2.77,1.56,0,31,1.0,5666,Adverb,2.77,l,3,-0.38800000000000034,5
2702,Es,3.1580000000000004,mess,1.42,1,mEs,N,1,0,3.9,1.32,0,29,1.0,3985,Noun,3.9,m,3,0.7419999999999995,5
2703,Es,3.1580000000000004,yes,0.0,1,jEs,N,1,0,2.14,1.27,0,29,1.0,101835,Interjection,2.14,j,3,-1.0180000000000002,5
2724,Est,3.501818181818182,best,0.0,1,bEst,V,1,0,1.6,0.81,0,30,1.0,20623,Adjective,1.6,b,4,-1.9018181818181819,11
2725,Est,3.501818181818182,chest,1.68,1,JEst,N,1,0,4.93,0.27,0,27,1.0,2090,Noun,4.93,J,4,1.4281818181818178,11
2726,Est,3.501818181818182,guest,1.78,1,gEst,N,1,0,3.83,1.47,0,29,1.0,2037,Noun,3.83,g,4,0.32818181818181813,11
2727,Est,3.501818181818182,jest,0.3,1,_Est,N,1,0,2.15,1.22,2,28,0.93,68,Noun,2.15,_,4,-1.351818181818182,11
2728,Est,3.501818181818182,nest,1.23,1,nEst,N,1,0,4.86,0.35,0,29,1.0,566,Noun,4.86,n,4,1.3581818181818184,11
2729,Est,3.501818181818182,pest,0.95,1,pEst,N,1,0,3.96,1.43,0,27,1.0,146,Noun,3.96,p,4,0.458181818181818,11
2730,Est,3.501818181818182,rest,2.31,1,rEst,N,1,0,3.03,1.3,0,30,1.0,10861,Noun,3.03,r,4,-0.47181818181818214,11
2731,Est,3.501818181818182,test,1.98,1,tEst,N,1,0,3.93,1.47,0,27,1.0,4288,Noun,3.93,t,4,0.4281818181818182,11
2732,Est,3.501818181818182,vest,0.85,1,vEst,N,1,0,4.52,1.08,0,25,1.0,284,Noun,4.52,v,4,1.0181818181818176,11
2733,Est,3.501818181818182,west,1.54,1,wEst,N,1,0,3.44,1.76,0,27,1.0,3088,Noun,3.44,w,4,-0.061818181818181994,11
2734,Est,3.501818181818182,zest,0.3,1,zEst,N,1,0,2.27,1.46,0,30,1.0,35,Noun,2.27,z,4,-1.231818181818182,11
2751,Et,3.48,bet,0.85,1,bEt,N,1,0,3.1,1.32,0,30,1.0,8763,Verb,3.1,b,3,-0.3799999999999999,11
2752,Et,3.48,debt,1.52,1,dEt,N,1,0,2.72,1.36,0,29,1.0,725,Noun,2.72,d,3,-0.7599999999999998,11
2753,Et,3.48,get,3.38,1,gEt,V,1,0,2.38,1.35,0,29,1.0,233772,Verb,2.38,g,3,-1.1,11
2754,Et,3.48,jet,1.28,1,_Et,N,1,0,4.77,0.77,0,30,1.0,721,Noun,4.77,_,3,1.2899999999999996,11
2755,Et,3.48,let,0.0,1,lEt,N,1,0,2.26,1.2,0,27,1.0,123381,Verb,2.26,l,3,-1.2200000000000002,11
2756,Et,3.48,net,1.32,1,nEt,N,1,0,4.53,1.17,0,30,1.0,793,Noun,4.53,n,3,1.0500000000000003,11
2757,Et,3.48,pet,1.26,1,pEt,N,1,0,4.71,0.85,0,28,1.0,1029,Noun,4.71,p,3,1.23,11
2758,Et,3.48,set,2.02,1,sEt,N,1,0,3.41,1.5,0,29,1.0,11805,Verb,3.41,s,3,-0.06999999999999984,11
2759,Et,3.48,vet,0.78,1,vEt,N,1,0,4.55,0.78,0,29,1.0,296,Noun,4.55,v,3,1.0699999999999998,11
2760,Et,3.48,wet,0.0,1,wEt,N,1,0,4.46,0.58,0,28,1.0,2000,Adjective,4.46,w,3,0.98,11
2761,Et,3.48,yet,2.27,1,jEt,ADV,1,0,1.39,0.83,0,28,1.0,17428,Adverb,1.39,j,3,-2.09,11
2775,EtI,3.025,petty,1.11,0,pEtI,A,2,0,2.09,1.19,0,22,1.0,438,Adjective,2.09,p,4,-0.935,2
2776,EtI,3.025,yeti,0.0,1,jEtI,N,2,0,3.96,1.21,3,28,0.89,14,Noun,3.96,j,4,0.935,2
2777,EtIN,3.573333333333333,netting,0.3,1,nEtIN,N,2,0,4.39,1.07,0,28,1.0,18,Noun,4.39,n,5,0.8166666666666669,3
2778,EtIN,3.573333333333333,setting,1.23,1,sEtIN,N,2,0,2.96,1.34,2,29,0.93,1099,Verb,2.96,s,5,-0.6133333333333328,3
2779,EtIN,3.573333333333333,wetting,0.0,1,wEtIN,N,2,0,3.37,1.33,1,28,0.96,42,Verb,3.37,w,5,-0.2033333333333327,3
2785,EtP,4.076,kettle,1.08,1,kEtP,N,2,0,4.75,0.65,0,28,1.0,143,Noun,4.75,k,4,0.6740000000000004,5
2786,EtP,4.076,metal,1.72,1,mEtP,N,2,0,4.87,0.35,0,30,1.0,992,Noun,4.87,m,4,0.7940000000000005,5
2787,EtP,4.076,nettle,0.6,1,nEtP,N,2,0,3.88,1.63,4,30,0.87,8,Noun,3.88,n,4,-0.19599999999999973,5
2788,EtP,4.076,petal,0.85,1,pEtP,N,2,0,4.57,1.1,0,28,1.0,45,Noun,4.57,p,4,0.49400000000000066,5
2789,EtP,4.076,settle,0.0,1,sEtP,N,2,0,2.31,1.14,0,29,1.0,2143,Verb,2.31,s,4,-1.7659999999999996,5
2805,Ev@R,2.795,never,2.95,1,nEv@R,ADV,2,0,1.59,0.95,0,29,1.0,69490,Adverb,1.59,n,5,-1.2049999999999998,2
2806,Ev@R,2.795,sever,0.85,1,sEv@R,V,2,0,4.0,1.3,0,26,1.0,80,Verb,4.0,s,5,1.205,2
2813,EvH,2.765,heaven,1.65,1,hEvH,N,2,0,1.81,1.47,0,27,1.0,2887,Noun,1.81,h,4,-0.9550000000000001,2
2814,EvH,2.765,seven,0.0,1,sEvH,N,2,0,3.72,1.62,0,29,1.0,5327,Number,3.72,s,4,0.9550000000000001,2
2823,EvP,3.045,bevel,0.0,1,bEvP,N,2,0,4.22,1.35,4,27,0.85,4,Name,4.22,b,4,1.1749999999999998,4
2824,EvP,3.045,devil,1.48,1,dEvP,N,2,0,3.41,1.57,0,29,1.0,2108,Noun,3.41,d,4,0.3650000000000002,4
2825,EvP,3.045,level,2.37,1,lEvP,N,2,0,2.86,1.43,0,28,1.0,2633,Noun,2.86,l,4,-0.18500000000000005,4
2826,EvP,3.045,revel,0.0,1,rEvP,N,2,0,1.69,1.01,2,28,0.93,41,Verb,1.69,r,4,-1.355,4
2835,EzHt,4.355,peasant,1.54,1,pEzHt,N,2,0,3.96,1.1,0,28,1.0,205,Noun,3.96,p,5,-0.39500000000000046,2
2836,EzHt,4.355,pheasant,0.78,1,fEzHt,N,2,0,4.75,0.59,0,28,1.0,41,Noun,4.75,f,5,0.3949999999999996,2
2852,ID@R,2.62,hither,0.3,1,hID@R,ADV,2,0,2.17,1.13,3,27,0.89,51,Adverb,2.17,h,5,-0.4500000000000002,2
2853,ID@R,2.62,whither,0.0,1,wID@R,ADV,2,0,3.07,1.24,0,27,1.0,18,Adverb,3.07,w,5,0.44999999999999973,2
2859,IEst@,4.005,fiesta,0.0,1,fIEst@,N,3,0,4.12,1.03,0,26,1.0,64,Noun,4.12,f,6,0.11500000000000021,2
2860,IEst@,4.005,siesta,0.0,1,sIEst@,N,3,0,3.89,0.97,1,28,0.96,25,Noun,3.89,s,6,-0.11499999999999977,2
2861,IJ,3.2857142857142856,bitch,1.2,1,bIJ,N,1,0,3.72,1.49,0,32,1.0,8609,Noun,3.72,b,3,0.4342857142857146,7
2862,IJ,3.2857142857142856,ditch,0.95,1,dIJ,N,1,0,4.5,0.9,0,30,1.0,401,Verb,4.5,d,3,1.2142857142857144,7
2863,IJ,3.2857142857142856,hitch,0.3,1,hIJ,N,1,0,3.93,1.31,0,30,1.0,208,Noun,3.93,h,3,0.6442857142857146,7
2864,IJ,3.2857142857142856,niche,0.7,0,nIJ,N,1,0,2.52,1.42,0,27,1.0,47,Noun,2.52,n,3,-0.7657142857142856,7
2865,IJ,3.2857142857142856,pitch,1.3,1,pIJ,N,1,0,4.0,0.98,1,29,0.97,792,Noun,4.0,p,3,0.7142857142857144,7
2866,IJ,3.2857142857142856,rich,2.05,1,rIJ,A,1,0,2.79,1.57,0,29,1.0,4100,Adjective,2.79,r,3,-0.49571428571428555,7
2867,IJ,3.2857142857142856,which,3.53,1,wIJ,PRON,1,0,1.54,0.95,2,28,0.93,24339,Determiner,1.54,w,3,-1.7457142857142856,7
2871,IN,3.4787500000000002,king,2.0,1,kIN,N,1,0,4.1,1.42,0,30,1.0,6592,Noun,4.1,k,3,0.6212499999999994,8
2872,IN,3.4787500000000002,owing,0.0,1,5IN,A,2,0,2.15,1.35,3,29,0.9,63,Verb,2.15,5,3,-1.3287500000000003,8
2873,IN,3.4787500000000002,ping,0.0,1,pIN,N,1,0,3.17,1.44,2,25,0.92,168,Noun,3.17,p,3,-0.3087500000000003,8
2874,IN,3.4787500000000002,ring,1.69,1,rIN,N,1,0,4.81,0.62,0,27,1.0,4730,Noun,4.81,r,3,1.3312499999999994,8
2875,IN,3.4787500000000002,sing,1.89,1,sIN,V,1,0,4.34,1.17,0,29,1.0,4977,Verb,4.34,s,3,0.8612499999999996,8
2876,IN,3.4787500000000002,thing,3.02,1,TIN,N,1,0,3.17,1.42,0,30,1.0,55522,Noun,3.17,T,3,-0.3087500000000003,8
2877,IN,3.4787500000000002,wing,1.76,1,wIN,N,1,0,4.86,0.36,0,28,1.0,1032,Noun,4.86,w,3,1.38125,8
2878,IN,3.4787500000000002,zing,0.0,1,zIN,N,1,0,1.23,0.43,4,26,0.85,60,Verb,1.23,z,3,-2.2487500000000002,8
2883,INg5,3.6666666666666665,bingo,0.78,1,bINg5,N,2,0,4.0,1.52,1,28,0.96,640,Noun,4.0,b,5,0.3333333333333335,3
2884,INg5,3.6666666666666665,dingo,0.0,1,dINg5,N,2,0,4.73,0.78,2,28,0.93,66,Noun,4.73,d,5,1.063333333333334,3
2885,INg5,3.6666666666666665,lingo,0.0,0,lINg5,N,2,0,2.27,1.41,0,30,1.0,59,Noun,2.27,l,5,-1.3966666666666665,3
2886,INg@R,3.705,finger,2.09,0,fINg@R,N,2,0,5.0,0.0,0,29,1.0,1870,Noun,5.0,f,6,1.295,2
2887,INg@R,3.705,linger,1.08,0,lINg@R,V,2,0,2.41,1.27,0,29,1.0,74,Verb,2.41,l,6,-1.295,2
2888,INg@rIN,2.8049999999999997,fingering,0.0,1,fINg@rIN,N,3,0,3.76,1.15,0,29,1.0,18,Verb,3.76,f,8,0.9550000000000001,2
2889,INg@rIN,2.8049999999999997,lingering,0.48,1,lINg@rIN,A,3,0,1.85,0.86,1,28,0.96,45,Adjective,1.85,l,8,-0.9549999999999996,2
2891,INgP,3.624,jingle,0.0,1,_INgP,N,2,0,3.7,1.34,0,30,1.0,258,Noun,3.7,_,5,0.07600000000000007,5
2892,INgP,3.624,mingle,1.0,1,mINgP,V,2,0,3.17,1.49,0,29,1.0,137,Verb,3.17,m,5,-0.4540000000000002,5
2893,INgP,3.624,shingle,0.6,1,SINgP,N,2,0,4.82,0.39,0,28,1.0,38,Noun,4.82,S,5,1.1960000000000002,5
2894,INgP,3.624,single,0.85,1,sINgP,N,2,0,3.27,1.35,0,22,1.0,3676,Adjective,3.27,s,5,-0.3540000000000001,5
2895,INgP,3.624,tingle,0.0,1,tINgP,N,2,0,3.16,1.28,0,25,1.0,56,Noun,3.16,t,5,-0.46399999999999997,5
2896,INgPz,4.185,shingles,0.0,0,SINgPz,N,2,0,4.47,0.97,0,30,1.0,33,Noun,4.47,S,6,0.28500000000000014,2
2897,INgPz,4.185,singles,0.48,1,sINgPz,N,2,0,3.9,1.21,0,29,1.0,142,Noun,3.9,s,6,-0.2849999999999997,2
2901,INk,3.9833333333333334,kink,0.0,1,kINk,N,1,0,3.57,1.37,1,29,0.97,34,Noun,3.57,k,4,-0.41333333333333355,9
2902,INk,3.9833333333333334,link,1.59,1,lINk,N,1,0,3.43,1.38,0,30,1.0,609,Noun,3.43,l,4,-0.5533333333333332,9
2903,INk,3.9833333333333334,mink,0.48,1,mINk,N,1,0,4.58,0.99,0,26,1.0,189,Noun,4.58,m,4,0.5966666666666667,9
2904,INk,3.9833333333333334,pink,1.23,1,pINk,N,1,0,3.93,1.33,0,28,1.0,1452,Adjective,3.93,p,4,-0.05333333333333323,9
2905,INk,3.9833333333333334,rink,0.0,1,rINk,N,1,0,4.56,0.89,1,28,0.96,109,Noun,4.56,r,4,0.5766666666666662,9
2906,INk,3.9833333333333334,sink,1.18,1,sINk,N,1,0,4.74,0.86,0,27,1.0,863,Noun,4.74,s,4,0.7566666666666668,9
2907,INk,3.9833333333333334,think,0.0,1,TINk,N,1,0,2.41,1.39,0,27,1.0,137261,Verb,2.41,T,4,-1.5733333333333333,9
2908,INk,3.9833333333333334,wink,0.48,1,wINk,N,1,0,4.23,1.03,0,26,1.0,180,Noun,4.23,w,4,0.24666666666666703,9
2909,INk,3.9833333333333334,zinc,0.6,1,zINk,N,1,0,4.4,1.28,0,30,1.0,43,Noun,4.4,z,4,0.41666666666666696,9
2912,INkI,3.53,dinky,0.0,0,dINkI,A,2,0,2.67,1.3,3,30,0.9,52,Noun,2.67,d,5,-0.8599999999999999,2
2913,INkI,3.53,pinkie,0.3,0,pINkI,N,2,0,4.39,1.23,0,28,1.0,85,Noun,4.39,p,5,0.8599999999999999,2
2915,INkP,3.91,tinkle,0.3,1,tINkP,N,2,0,3.52,1.4,0,27,1.0,47,Noun,3.52,t,5,-0.3900000000000001,2
2916,INkP,3.91,wrinkle,0.6,1,rINkP,N,2,0,4.3,0.95,0,27,1.0,96,Noun,4.3,r,5,0.3899999999999997,2
2917,INks,2.775,jinx,0.0,1,_INks,N,1,0,2.03,1.19,0,30,1.0,204,Noun,2.03,_,5,-0.7450000000000001,2
2918,INks,2.775,links,0.0,0,lINks,N,1,0,3.52,1.29,0,25,1.0,141,Noun,3.52,l,5,0.7450000000000001,2
2919,IS,3.89,dish,1.45,1,dIS,N,1,0,4.9,0.4,0,30,1.0,584,Noun,4.9,d,3,1.0100000000000002,3
2920,IS,3.89,fish,2.21,1,fIS,N,1,0,5.0,0.0,0,27,1.0,4258,Noun,5.0,f,3,1.1099999999999999,3
2921,IS,3.89,wish,1.42,1,wIS,N,1,0,1.77,1.25,0,30,1.0,11991,Verb,1.77,w,3,-2.12,3
2941,I_It,3.293333333333333,digit,0.6,1,dI_It,N,2,0,4.52,0.91,0,29,1.0,30,Noun,4.52,d,5,1.2266666666666666,3
2942,I_It,3.293333333333333,fidget,0.0,1,fI_It,N,2,0,3.07,1.27,0,27,1.0,4,Verb,3.07,f,5,-0.22333333333333316,3
2943,I_It,3.293333333333333,legit,0.0,1,lI_It,A,2,0,2.29,1.24,0,28,1.0,136,Noun,2.29,l,5,-1.003333333333333,3
2945,Ib,4.053333333333334,bib,0.3,1,bIb,N,1,0,4.79,0.62,0,29,1.0,25,Noun,4.79,b,3,0.7366666666666664,3
2946,Ib,4.053333333333334,fib,0.0,1,fIb,N,1,0,2.47,1.53,0,30,1.0,65,Noun,2.47,f,3,-1.5833333333333335,3
2947,Ib,4.053333333333334,rib,1.08,1,rIb,N,1,0,4.9,0.31,0,29,1.0,301,Noun,4.9,r,3,0.8466666666666667,3
2963,Id,3.73,bid,1.15,1,bId,N,1,0,2.71,1.24,0,28,1.0,642,Verb,2.71,b,3,-1.02,4
2964,Id,3.73,kid,1.9,1,kId,N,1,0,4.56,1.01,0,27,1.0,17299,Noun,4.56,k,3,0.8299999999999996,4
2965,Id,3.73,lid,1.26,1,lId,N,1,0,4.96,0.19,0,27,1.0,251,Noun,4.96,l,3,1.23,4
2966,Id,3.73,mid,0.0,1,mId,PREP,1,0,2.69,1.34,1,30,0.97,64,Adjective,2.69,m,3,-1.04,4
2976,IdP,3.4,diddle,0.0,1,dIdP,V,2,0,2.6,1.38,4,29,0.86,43,Verb,2.6,d,4,-0.7999999999999998,4
2977,IdP,3.4,fiddle,0.3,1,fIdP,N,2,0,4.81,0.69,0,26,1.0,185,Noun,4.81,f,4,1.4099999999999997,4
2978,IdP,3.4,middle,1.79,1,mIdP,N,2,0,3.69,1.37,0,29,1.0,4549,Noun,3.69,m,4,0.29000000000000004,4
2979,IdP,3.4,riddle,0.6,1,rIdP,N,2,0,2.5,1.41,0,30,1.0,231,Noun,2.5,r,4,-0.8999999999999999,4
