,coda,set_mean,Word,CobLog,CompCnt,PhonDISC,Class,SylCnt,Bigram,Conc.M,Conc.SD,Unknown,Total,Percent_known,SUBTLEX,Dom_Pos,Concreteness,onset,word_length,concreteness_impact,set_size
3833,ItIg1t,2.35,litigate,0.0,0,lItIg1t,V,3,0,2.54,1.37,1,29,0.97,4,Verb,2.54,l,7,0.18999999999999995,2
3834,ItIg1t,2.35,mitigate,0.6,0,mItIg1t,V,3,0,2.16,1.14,3,28,0.89,21,Verb,2.16,m,7,-0.18999999999999995,2
3840,ItP,3.915,little,2.61,1,lItP,N,2,0,3.67,1.32,0,30,1.0,73766,Adjective,3.67,l,4,-0.2450000000000001,2
3841,ItP,3.915,whittle,0.3,1,wItP,V,2,0,4.16,1.07,2,27,0.93,21,Verb,4.16,w,4,0.2450000000000001,2
3861,Iv,3.6633333333333336,give,0.0,1,gIv,N,1,0,2.83,1.42,0,29,1.0,59559,Verb,2.83,g,3,-0.8333333333333335,3
3862,Iv,3.6633333333333336,live,2.72,1,lIv,V,1,0,3.57,1.22,0,30,1.0,17574,Verb,3.57,l,3,-0.09333333333333371,3
3863,Iv,3.6633333333333336,sieve,0.3,1,sIv,N,1,0,4.59,0.8,2,29,0.93,27,Noun,4.59,s,3,0.9266666666666663,3
3870,Iv2z,2.165,devise,1.28,0,dIv2z,V,2,0,2.0,1.27,1,28,0.96,32,Verb,2.0,d,5,-0.16500000000000004,2
3871,Iv2z,2.165,revise,0.0,1,rIv2z,N,2,0,2.33,1.04,0,27,1.0,44,Verb,2.33,r,5,0.16500000000000004,2
3880,Iv7R,2.065,revere,0.6,0,rIv7R,V,2,0,1.7,0.88,0,30,1.0,57,Name,1.7,r,5,-0.365,2
3881,Iv7R,2.065,severe,1.56,1,sIv7R,A,2,0,2.43,1.1,1,29,0.97,480,Adjective,2.43,s,5,0.3650000000000002,2
3882,Iv@R,4.385,river,2.11,0,rIv@R,N,2,0,4.89,0.32,0,27,1.0,2829,Noun,4.89,r,5,0.5049999999999999,2
3883,Iv@R,4.385,shiver,0.48,1,SIv@R,N,2,0,3.88,1.27,2,27,0.93,78,Verb,3.88,S,5,-0.5049999999999999,2
3890,IvId,2.2800000000000002,livid,0.3,1,lIvId,A,2,0,2.52,1.29,2,27,0.93,22,Adjective,2.52,l,5,0.23999999999999977,2
3891,IvId,2.2800000000000002,vivid,1.18,1,vIvId,A,2,0,2.04,1.14,0,25,1.0,104,Adjective,2.04,v,5,-0.2400000000000002,2
3912,Iz,3.1825,biz,0.0,1,bIz,N,1,0,2.38,1.31,4,28,0.86,95,Noun,2.38,b,3,-0.8025000000000002,4
3913,Iz,3.1825,fizz,0.0,1,fIz,N,1,0,4.62,0.82,0,29,1.0,31,Noun,4.62,f,3,1.4375,4
3914,Iz,3.1825,his,3.75,1,hIz,PRON,1,0,3.14,1.53,0,29,1.0,108364,Pronoun,3.14,h,3,-0.04249999999999998,4
3915,Iz,3.1825,whiz,0.3,1,wIz,V,1,0,2.59,1.18,1,30,0.97,199,Verb,2.59,w,3,-0.5925000000000002,4
3921,Iz2n,2.76,design,1.91,1,dIz2n,N,2,0,3.27,1.59,0,26,1.0,826,Noun,3.27,d,5,0.5100000000000002,2
3922,Iz2n,2.76,resign,1.38,0,rIz2n,V,2,0,2.25,1.24,1,29,0.97,257,Verb,2.25,r,5,-0.5099999999999998,2
3926,Iz3v,1.99,deserve,1.42,0,dIz3v,V,2,0,1.69,1.07,0,29,1.0,2230,Verb,1.69,d,5,-0.30000000000000004,2
3927,Iz3v,1.99,reserve,1.59,1,rIz3v,N,2,0,2.29,1.41,0,28,1.0,366,Noun,2.29,r,5,0.30000000000000004,2
3929,Iz3vd,1.71,deserved,0.0,1,dIz3vd,A,2,0,1.38,0.73,0,29,1.0,513,Verb,1.38,d,6,-0.33000000000000007,2
3930,Iz3vd,1.71,reserved,0.85,1,rIz3vd,A,2,0,2.04,1.15,0,26,1.0,258,Verb,2.04,r,6,0.33000000000000007,2
3934,Iz@d,4.5649999999999995,gizzard,0.0,0,gIz@d,N,2,0,4.45,0.95,0,29,1.0,23,Noun,4.45,g,5,-0.11499999999999932,2
3935,Iz@d,4.5649999999999995,lizard,0.6,0,lIz@d,N,2,0,4.68,0.86,0,28,1.0,247,Noun,4.68,l,5,0.11500000000000021,2
3940,IzI,2.5,busy,0.48,1,bIzI,V,2,0,2.41,1.38,0,29,1.0,5433,Adjective,2.41,b,4,-0.08999999999999986,2
3941,IzI,2.5,dizzy,0.0,1,dIzI,V,2,0,2.59,1.55,0,27,1.0,430,Adjective,2.59,d,4,0.08999999999999986,2
3948,IzP,4.055,chisel,0.3,1,JIzP,N,2,0,4.63,0.89,1,31,0.97,45,Verb,4.63,J,4,0.5750000000000002,2
3949,IzP,4.055,sizzle,0.3,1,sIzP,V,2,0,3.48,1.15,0,29,1.0,32,Noun,3.48,s,4,-0.5749999999999997,2
3950,IzQlv,2.5549999999999997,dissolve,1.26,0,dIzQlv,V,2,0,3.15,1.38,0,26,1.0,95,Verb,3.15,d,6,0.5950000000000002,2
3951,IzQlv,2.5549999999999997,resolve,0.6,1,rIzQlv,N,2,0,1.96,1.14,0,28,1.0,247,Verb,1.96,r,6,-0.5949999999999998,2
3960,J,3.314,arch,1.23,1,#J,N,1,0,4.59,0.91,0,29,1.0,188,Noun,4.59,#,2,1.2759999999999998,5
3961,J,3.314,each,2.8,1,iJ,PRON,1,0,2.03,1.2,0,32,1.0,12916,Pronoun,2.03,i,2,-1.2840000000000003,5
3962,J,3.314,etch,0.48,1,EJ,V,1,0,4.04,1.32,0,27,1.0,10,Verb,4.04,E,2,0.726,5
3963,J,3.314,itch,0.0,1,IJ,N,1,0,3.15,1.49,0,27,1.0,213,Noun,3.15,I,2,-0.16400000000000015,5
3964,J,3.314,ouch,0.0,0,6J,I,1,0,2.76,1.43,0,29,1.0,559,Interjection,2.76,6,2,-0.5540000000000003,5
3974,Nk,3.9,ink,1.0,1,INk,N,1,0,4.56,0.97,0,27,1.0,382,Noun,4.56,I,3,0.6599999999999997,2
3975,Nk,3.9,oink,0.0,1,4Nk,V,1,0,3.24,1.55,1,30,0.97,55,Verb,3.24,4,3,-0.6599999999999997,2
3978,NkP,4.525,ankle,1.3,1,{NkP,N,2,0,4.81,0.79,0,27,1.0,409,Noun,4.81,{,4,0.28499999999999925,2
3979,NkP,4.525,uncle,1.82,1,VNkP,N,2,0,4.24,1.09,0,29,1.0,6327,Noun,4.24,V,4,-0.28500000000000014,2
3985,QJ,3.8633333333333333,botch,0.0,1,bQJ,N,1,0,2.75,1.38,0,28,1.0,16,Verb,2.75,b,3,-1.1133333333333333,3
3986,QJ,3.8633333333333333,notch,0.3,1,nQJ,N,1,0,4.23,0.91,1,27,0.96,170,Noun,4.23,n,3,0.36666666666666714,3
3987,QJ,3.8633333333333333,watch,1.6,1,wQJ,N,1,0,4.61,0.83,0,28,1.0,16831,Verb,4.61,w,3,0.746666666666667,3
3988,QN,3.9166666666666665,gong,0.3,1,gQN,N,1,0,4.7,0.84,0,30,1.0,124,Name,4.7,g,3,0.7833333333333337,6
3989,QN,3.9166666666666665,long,0.0,1,lQN,N,1,0,3.18,1.39,0,28,1.0,34433,Adverb,3.18,l,3,-0.7366666666666664,6
3990,QN,3.9166666666666665,song,1.7,1,sQN,N,1,0,4.46,0.95,0,26,1.0,4778,Noun,4.46,s,3,0.5433333333333334,6
3991,QN,3.9166666666666665,thong,0.0,1,TQN,N,1,0,4.93,0.27,0,27,1.0,107,Noun,4.93,T,3,1.0133333333333332,6
3992,QN,3.9166666666666665,tong,0.0,0,tQN,N,1,0,4.4,1.22,2,27,0.93,116,Name,4.4,t,3,0.48333333333333384,6
3993,QN,3.9166666666666665,wrong,1.18,1,rQN,N,1,0,1.83,1.1,0,29,1.0,26678,Adjective,1.83,r,3,-2.0866666666666664,6
4004,QNkI,3.675,donkey,1.15,1,dQNkI,N,2,0,5.0,0.0,0,29,1.0,273,Noun,5.0,d,5,1.3250000000000002,2
4005,QNkI,3.675,honky,0.0,0,hQNkI,N,2,0,2.35,1.4,4,27,0.85,82,Adjective,2.35,h,5,-1.3249999999999997,2
4011,QS,2.6975,gosh,0.48,0,gQS,I,1,0,1.35,0.63,2,28,0.93,1525,Interjection,1.35,g,3,-1.3474999999999997,4
4012,QS,2.6975,josh,0.3,1,_QS,V,1,0,2.68,1.59,3,25,0.88,1039,Name,2.68,_,3,-0.017499999999999627,4
4013,QS,2.6975,posh,0.48,1,pQS,A,1,0,2.41,1.31,1,28,0.96,65,Adjective,2.41,p,3,-0.28749999999999964,4
4014,QS,2.6975,wash,0.85,1,wQS,N,1,0,4.35,0.8,0,26,1.0,2077,Verb,4.35,w,3,1.6524999999999999,4
4017,QT,3.555,moth,0.7,1,mQT,N,1,0,4.69,0.84,0,26,1.0,116,Noun,4.69,m,3,1.1350000000000002,2
4018,QT,3.555,wrath,0.85,1,rQT,N,1,0,2.42,1.33,0,26,1.0,199,Noun,2.42,r,3,-1.1350000000000002,2
4020,Q_,3.8449999999999998,dodge,0.0,1,dQ_,N,1,0,3.69,1.46,0,26,1.0,396,Name,3.69,d,3,-0.1549999999999998,2
4021,Q_,3.8449999999999998,lodge,1.18,1,lQ_,N,1,0,4.0,1.31,0,30,1.0,341,Noun,4.0,l,3,0.15500000000000025,2
4026,Qb,3.92375,bob,0.7,1,bQb,N,1,0,3.68,1.55,1,26,0.96,4666,Name,3.68,b,3,-0.2437499999999999,8
4027,Qb,3.92375,cob,0.3,1,kQb,N,1,0,4.79,0.5,0,28,1.0,35,Name,4.79,k,3,0.86625,8
4028,Qb,3.92375,job,2.52,1,_Qb,N,1,0,3.19,1.62,0,27,1.0,21063,Noun,3.19,_,3,-0.7337500000000001,8
4029,Qb,3.92375,knob,0.85,1,nQb,N,1,0,4.75,0.8,0,28,1.0,125,Noun,4.75,n,3,0.8262499999999999,8
4030,Qb,3.92375,lob,0.3,1,lQb,N,1,0,3.83,1.31,3,27,0.89,14,Verb,3.83,l,3,-0.09375,8
4031,Qb,3.92375,mob,1.11,1,mQb,N,1,0,3.88,1.28,1,27,0.96,660,Noun,3.88,m,3,-0.04375000000000018,8
4032,Qb,3.92375,rob,1.18,1,rQb,V,1,0,3.48,1.31,1,28,0.96,1188,Verb,3.48,r,3,-0.4437500000000001,8
4033,Qb,3.92375,sob,0.78,1,sQb,N,1,0,3.79,1.4,0,29,1.0,77,Noun,3.79,s,3,-0.13375000000000004,8
4034,QbI,3.8150000000000004,hobby,0.85,0,hQbI,N,2,0,2.93,1.44,0,27,1.0,354,Noun,2.93,h,4,-0.8850000000000002,2
4035,QbI,3.8150000000000004,lobby,1.4,0,lQbI,N,2,0,4.7,0.54,1,28,0.96,647,Noun,4.7,l,4,0.8849999999999998,2
4037,QbP,3.5966666666666662,gobble,0.0,1,gQbP,N,2,0,3.37,1.18,0,27,1.0,120,Verb,3.37,g,4,-0.22666666666666613,3
4038,QbP,3.5966666666666662,hobble,0.7,1,hQbP,V,2,0,3.82,1.19,1,29,0.97,18,Verb,3.82,h,4,0.2233333333333336,3
4039,QbP,3.5966666666666662,wobble,0.7,1,wQbP,V,2,0,3.6,1.47,0,25,1.0,30,Verb,3.6,w,4,0.0033333333333338544,3
4043,Qd,4.13,cod,1.0,1,kQd,N,1,0,4.61,1.1,0,28,1.0,114,Noun,4.61,k,3,0.4800000000000004,7
4044,Qd,4.13,god,1.69,1,gQd,N,1,0,2.07,1.62,0,27,1.0,46061,Name,2.07,g,3,-2.06,7
4045,Qd,4.13,nod,0.9,1,nQd,N,1,0,4.62,0.68,0,29,1.0,203,Verb,4.62,n,3,0.4900000000000002,7
4046,Qd,4.13,pod,0.6,1,pQd,N,1,0,4.63,0.63,0,27,1.0,408,Noun,4.63,p,3,0.5,7
4047,Qd,4.13,rod,1.57,1,rQd,N,1,0,4.43,1.22,0,30,1.0,547,Noun,4.43,r,3,0.2999999999999998,7
4048,Qd,4.13,sod,0.0,1,sQd,V,1,0,4.62,0.77,1,25,0.96,94,Noun,4.62,s,3,0.4900000000000002,7
4049,Qd,4.13,wad,0.48,1,wQd,N,1,0,3.93,1.21,0,28,1.0,89,Noun,3.93,w,3,-0.19999999999999973,7
4054,QdI,3.66,body,2.56,0,bQdI,N,2,0,4.79,0.49,0,29,1.0,9972,Noun,4.79,b,4,1.13,3
4055,QdI,3.66,shoddy,0.0,1,SQdI,N,2,0,2.87,1.14,0,23,1.0,37,Adjective,2.87,S,4,-0.79,3
4056,QdI,3.66,toddy,0.0,0,tQdI,N,2,0,3.32,1.57,3,28,0.89,127,Noun,3.32,t,4,-0.3400000000000003,3
4061,QdP,3.6199999999999997,coddle,0.0,1,kQdP,V,2,0,2.74,1.16,3,30,0.9,18,Verb,2.74,k,4,-0.8799999999999994,3
4062,QdP,3.6199999999999997,model,1.91,1,mQdP,N,2,0,4.53,0.9,0,30,1.0,1635,Noun,4.53,m,4,0.9100000000000006,3
4063,QdP,3.6199999999999997,waddle,0.0,1,wQdP,N,2,0,3.59,1.37,1,28,0.96,23,Verb,3.59,w,4,-0.029999999999999805,3
4065,Qdjul,3.7750000000000004,module,0.78,0,mQdjul,N,2,0,3.93,1.41,0,30,1.0,136,Noun,3.93,m,6,0.1549999999999998,2
4066,Qdjul,3.7750000000000004,nodule,0.0,0,nQdjul,N,2,0,3.62,1.47,3,27,0.89,2,Noun,3.62,n,6,-0.15500000000000025,2
4071,QfI,4.85,coffee,1.96,1,kQfI,N,2,0,4.81,0.79,1,28,0.96,7371,Noun,4.81,k,4,-0.040000000000000036,2
4072,QfI,4.85,toffee,0.0,1,tQfI,N,2,0,4.89,0.32,0,27,1.0,22,Noun,4.89,t,4,0.040000000000000036,2
4075,Qft,4.1,loft,0.48,1,lQft,N,1,0,4.32,1.02,0,28,1.0,186,Noun,4.32,l,4,0.22000000000000064,2
4076,Qft,4.1,soft,1.91,1,sQft,A,1,0,3.88,1.45,0,26,1.0,1633,Adjective,3.88,s,4,-0.21999999999999975,2
4077,Qg,4.471428571428571,bog,0.9,1,bQg,N,1,0,4.08,1.35,1,27,0.96,49,Noun,4.08,b,3,-0.39142857142857057,7
4078,Qg,4.471428571428571,cog,0.3,1,kQg,N,1,0,4.46,1.14,2,30,0.93,27,Noun,4.46,k,3,-0.011428571428570677,7
4079,Qg,4.471428571428571,dog,2.06,1,dQg,N,1,0,4.85,0.46,0,27,1.0,9835,Noun,4.85,d,3,0.378571428571429,7
4080,Qg,4.471428571428571,fog,1.0,1,fQg,N,1,0,4.66,0.61,0,29,1.0,482,Noun,4.66,f,3,0.1885714285714295,7
4081,Qg,4.471428571428571,hog,0.48,1,hQg,N,1,0,4.66,0.67,0,29,1.0,261,Noun,4.66,h,3,0.1885714285714295,7
4082,Qg,4.471428571428571,jog,0.3,1,_Qg,N,1,0,3.63,1.43,0,30,1.0,123,Verb,3.63,_,3,-0.8414285714285707,7
4083,Qg,4.471428571428571,log,1.04,1,lQg,N,1,0,4.96,0.19,0,28,1.0,610,Noun,4.96,l,3,0.4885714285714293,7
4086,QgIN,4.24,jogging,0.3,1,_QgIN,N,2,0,4.67,0.88,0,27,1.0,131,Verb,4.67,_,5,0.4299999999999997,2
4087,QgIN,4.24,logging,0.3,1,lQgIN,N,2,0,3.81,1.36,1,27,0.96,46,Verb,3.81,l,5,-0.43000000000000016,2
4089,QgP,3.3000000000000003,boggle,0.0,1,bQgP,V,2,0,2.0,1.31,0,28,1.0,19,Verb,2.0,b,4,-1.3000000000000003,3
4090,QgP,3.3000000000000003,goggle,0.0,1,gQgP,V,2,0,4.42,1.06,3,29,0.9,27,Verb,4.42,g,4,1.1199999999999997,3
4091,QgP,3.3000000000000003,toggle,0.0,1,tQgP,N,2,0,3.48,1.48,0,29,1.0,15,Noun,3.48,t,4,0.17999999999999972,3
4096,Qk,4.1,cock,0.85,1,kQk,N,1,0,4.79,0.57,0,28,1.0,580,Noun,4.79,k,3,0.6900000000000004,9
4097,Qk,4.1,doc,0.48,1,dQk,N,1,0,3.68,1.35,3,28,0.89,4122,Noun,3.68,d,3,-0.4199999999999995,9
4098,Qk,4.1,hock,0.0,1,hQk,N,1,0,3.29,1.4,3,27,0.89,110,Noun,3.29,h,3,-0.8099999999999996,9
4099,Qk,4.1,knock,0.9,1,nQk,N,1,0,4.24,1.02,0,29,1.0,3299,Verb,4.24,n,3,0.14000000000000057,9
4100,Qk,4.1,lock,1.18,1,lQk,N,1,0,4.65,0.63,0,26,1.0,2885,Verb,4.65,l,3,0.5500000000000007,9
4101,Qk,4.1,mock,0.0,1,mQk,N,1,0,2.43,1.37,0,28,1.0,274,Verb,2.43,m,3,-1.6699999999999995,9
4102,Qk,4.1,rock,2.06,1,rQk,N,1,0,4.91,0.29,0,23,1.0,4394,Noun,4.91,r,3,0.8100000000000005,9
4103,Qk,4.1,shock,1.74,1,SQk,N,1,0,4.0,1.07,0,29,1.0,1468,Noun,4.0,S,3,-0.09999999999999964,9
4104,Qk,4.1,sock,1.26,1,sQk,N,1,0,4.91,0.43,7,5895,1.0,458,Noun,4.91,s,3,0.8100000000000005,9
4105,Qk6t,3.355,knockout,0.0,1,nQk6t,N,2,0,3.56,1.42,0,27,1.0,170,Noun,3.56,n,5,0.20500000000000007,2
4106,Qk6t,3.355,lockout,0.0,1,lQk6t,N,2,0,3.15,1.54,0,27,1.0,16,Noun,3.15,l,5,-0.20500000000000007,2
4112,QkI,4.449999999999999,hockey,0.7,1,hQkI,N,2,0,4.31,1.01,0,26,1.0,588,Noun,4.31,h,4,-0.13999999999999968,2
4113,QkI,4.449999999999999,jockey,0.7,0,_QkI,N,2,0,4.59,0.91,0,29,1.0,247,Noun,4.59,_,4,0.14000000000000057,2
4115,QkIt,4.422,docket,0.0,1,dQkIt,N,2,0,3.56,1.28,2,29,0.93,61,Noun,3.56,d,5,-0.8619999999999997,5
4116,QkIt,4.422,locket,0.0,0,lQkIt,N,2,0,4.82,0.48,0,28,1.0,87,Noun,4.82,l,5,0.3980000000000006,5
4117,QkIt,4.422,pocket,1.88,1,pQkIt,N,2,0,4.68,0.82,0,28,1.0,1821,Noun,4.68,p,5,0.258,5
4118,QkIt,4.422,rocket,1.15,1,rQkIt,N,2,0,4.73,0.83,0,30,1.0,604,Noun,4.73,r,5,0.3080000000000007,5
4119,QkIt,4.422,socket,0.9,0,sQkIt,N,2,0,4.32,1.22,0,28,1.0,82,Noun,4.32,s,5,-0.10199999999999942,5
4124,Qks,4.536666666666667,box,0.0,1,bQks,N,1,0,4.9,0.41,0,29,1.0,4577,Noun,4.9,b,4,0.3633333333333333,3
4125,Qks,4.536666666666667,fox,1.18,1,fQks,N,1,0,4.97,0.19,0,29,1.0,1102,Name,4.97,f,4,0.4333333333333327,3
4126,Qks,4.536666666666667,pox,0.3,1,pQks,N,1,0,3.74,1.2,2,29,0.93,75,Noun,3.74,p,4,-0.7966666666666669,3
4133,Ql,4.155,doll,1.4,1,dQl,N,1,0,5.0,0.0,0,24,1.0,1263,Noun,5.0,d,3,0.8449999999999998,2
4134,Ql,4.155,poll,0.0,1,pQl,N,1,0,3.31,1.58,0,29,1.0,127,Noun,3.31,p,3,-0.8450000000000002,2
4136,Ql5,3.326666666666666,follow,2.47,1,fQl5,V,2,0,3.26,1.35,0,27,1.0,6283,Verb,3.26,f,4,-0.06666666666666643,3
4137,Ql5,3.326666666666666,hollow,0.6,1,hQl5,N,2,0,3.61,1.34,0,28,1.0,621,Noun,3.61,h,4,0.28333333333333366,3
4138,Ql5,3.326666666666666,wallow,0.0,1,wQl5,N,2,0,3.11,1.45,2,30,0.93,82,Verb,3.11,w,4,-0.21666666666666634,3
4141,Ql@R,4.38,collar,1.34,1,kQl@R,N,2,0,4.64,0.91,0,28,1.0,536,Noun,4.64,k,5,0.2599999999999998,3
4142,Ql@R,4.38,dollar,1.83,0,dQl@R,N,2,0,4.93,0.26,0,28,1.0,1410,Noun,4.93,d,5,0.5499999999999998,3
4143,Ql@R,4.38,holler,0.6,0,hQl@R,V,2,0,3.57,1.48,0,30,1.0,301,Verb,3.57,h,5,-0.81,3
4145,Ql@m,3.0,column,1.59,1,kQl@m,N,2,0,4.48,0.7,0,27,1.0,559,Noun,4.48,k,5,1.4800000000000004,2
4146,Ql@m,3.0,solemn,1.04,1,sQl@m,A,2,0,1.52,0.8,0,27,1.0,112,Adjective,1.52,s,5,-1.48,2
4152,Ql@p,3.7600000000000002,dollop,0.0,1,dQl@p,N,2,0,4.07,1.14,1,28,0.96,10,Noun,4.07,d,5,0.31000000000000005,2
4153,Ql@p,3.7600000000000002,wallop,0.0,1,wQl@p,N,2,0,3.45,1.44,4,26,0.85,42,Noun,3.45,w,5,-0.31000000000000005,2
4162,QlI,3.4239999999999995,collie,0.0,1,kQlI,N,2,0,4.77,0.82,1,27,0.96,53,Noun,4.77,k,4,1.346,5
4163,QlI,3.4239999999999995,folly,0.95,0,fQlI,N,2,0,1.92,1.02,3,29,0.9,74,Noun,1.92,f,4,-1.5039999999999996,5
4164,QlI,3.4239999999999995,holly,0.3,0,hQlI,N,2,0,4.5,0.93,1,25,0.96,548,Noun,4.5,h,4,1.0760000000000005,5
4165,QlI,3.4239999999999995,jolly,0.0,1,_QlI,V,2,0,2.34,1.26,0,29,1.0,382,Adverb,2.34,_,4,-1.0839999999999996,5
4166,QlI,3.4239999999999995,volley,0.0,0,vQlI,N,2,0,3.59,1.15,1,28,0.96,24,Noun,3.59,v,4,0.16600000000000037,5
4168,QlI_,3.175,college,2.01,1,kQlI_,N,2,0,4.62,0.82,0,29,1.0,4344,Noun,4.62,k,5,1.4450000000000003,2
4169,QlI_,3.175,knowledge,2.13,0,nQlI_,N,2,0,1.73,0.87,0,30,1.0,1302,Noun,1.73,n,5,-1.4449999999999998,2
4196,Qm,4.3999999999999995,bomb,1.61,1,bQm,N,1,0,4.84,0.37,0,25,1.0,2736,Noun,4.84,b,3,0.4400000000000004,3
4197,Qm,4.3999999999999995,mom,0.78,1,mQm,N,1,0,4.4,1.04,0,30,1.0,21950,Noun,4.4,m,3,8.881784197001252e-16,3
4198,Qm,4.3999999999999995,tom,0.0,1,tQm,N,1,0,3.96,1.37,2,28,0.93,5588,Name,3.96,t,3,-0.4399999999999995,3
4203,Qm@,4.470000000000001,comma,0.3,1,kQm@,N,2,0,4.65,0.57,0,23,1.0,50,Noun,4.65,k,4,0.17999999999999972,2
4204,Qm@,4.470000000000001,momma,0.3,1,mQm@,N,2,0,4.29,1.12,2,26,0.92,412,Noun,4.29,m,4,-0.1800000000000006,2
4215,QmIn1t,2.54,dominate,1.62,0,dQmIn1t,V,3,0,2.12,1.01,0,25,1.0,95,Verb,2.12,d,7,-0.41999999999999993,2
4216,QmIn1t,2.54,nominate,0.7,0,nQmIn1t,V,3,0,2.96,1.32,0,28,1.0,46,Verb,2.96,n,7,0.41999999999999993,2
4224,QmIt,4.71,comet,0.3,1,kQmIt,N,2,0,4.67,1.03,0,30,1.0,157,Noun,4.67,k,5,-0.040000000000000036,2
4225,QmIt,4.71,vomit,0.48,1,vQmIt,N,2,0,4.75,0.65,0,28,1.0,272,Verb,4.75,v,5,0.040000000000000036,2
4232,Qmb{t,4.075,combat,0.85,1,kQmb{t,N,2,0,3.67,1.27,0,30,1.0,706,Noun,3.67,k,6,-0.40500000000000025,2
4233,Qmb{t,4.075,wombat,0.0,1,wQmb{t,N,2,0,4.48,1.19,3,28,0.89,15,Noun,4.48,w,6,0.40500000000000025,2
4235,Qmp,2.983333333333333,chomp,0.0,1,JQmp,V,1,0,3.75,1.29,0,28,1.0,13,Verb,3.75,J,4,0.766666666666667,3
4236,Qmp,2.983333333333333,pomp,0.3,1,pQmp,N,1,0,2.44,1.39,3,28,0.89,20,Noun,2.44,p,4,-0.543333333333333,3
4237,Qmp,2.983333333333333,romp,0.0,1,rQmp,N,1,0,2.76,1.3,0,25,1.0,27,Noun,2.76,r,4,-0.22333333333333316,3
4251,Qn,2.6733333333333333,con,0.3,1,kQn,N,1,0,2.5,1.58,0,28,1.0,644,Noun,2.5,k,3,-0.17333333333333334,3
4252,Qn,2.6733333333333333,gone,1.56,1,gQn,A,1,0,2.04,1.26,1,29,0.97,15135,Verb,2.04,g,3,-0.6333333333333333,3
4253,Qn,2.6733333333333333,john,0.78,1,_Qn,N,1,0,3.48,1.48,1,28,0.96,9877,Name,3.48,_,3,0.8066666666666666,3
4262,QnIk,3.195,sonic,0.0,0,sQnIk,A,2,0,2.29,1.27,1,29,0.97,99,Adjective,2.29,s,5,-0.9049999999999998,2
4263,QnIk,3.195,tonic,0.6,1,tQnIk,N,2,0,4.1,1.18,0,29,1.0,195,Noun,4.1,t,5,0.9049999999999998,2
4264,QnIt,4.415,bonnet,0.7,1,bQnIt,N,2,0,4.93,0.26,0,29,1.0,95,Noun,4.93,b,5,0.5149999999999997,2
4265,QnIt,4.415,sonnet,0.3,0,sQnIt,N,2,0,3.9,1.29,0,29,1.0,39,Noun,3.9,s,5,-0.5150000000000001,2
4277,Qnd,3.7325,bond,1.43,1,bQnd,N,1,0,3.62,1.21,0,29,1.0,1595,Name,3.62,b,4,-0.11249999999999982,4
4278,Qnd,3.7325,fond,1.36,1,fQnd,A,1,0,1.68,0.77,0,28,1.0,629,Adjective,1.68,f,4,-2.0525,4
4279,Qnd,3.7325,pond,1.28,1,pQnd,N,1,0,4.9,0.41,0,29,1.0,323,Noun,4.9,p,4,1.1675000000000004,4
4280,Qnd,3.7325,wand,0.3,1,wQnd,N,1,0,4.73,0.69,0,30,1.0,157,Noun,4.73,w,4,0.9975000000000005,4
4282,Qnd@R,2.3699999999999997,ponder,1.0,1,pQnd@R,V,2,0,2.24,1.27,0,29,1.0,56,Verb,2.24,p,6,-0.12999999999999945,3
4283,Qnd@R,2.3699999999999997,wander,1.57,0,wQnd@R,V,2,0,2.28,1.07,0,29,1.0,299,Verb,2.28,w,6,-0.08999999999999986,3
4284,Qnd@R,2.3699999999999997,yonder,0.0,0,jQnd@R,A,2,0,2.59,1.34,1,28,0.96,178,Adverb,2.59,j,6,0.2200000000000002,3
4325,Qnt,2.93,font,0.0,1,fQnt,N,1,0,3.93,1.25,1,29,0.97,48,Noun,3.93,f,4,1.0,2
4326,Qnt,2.93,want,0.0,1,wQnt,N,1,0,1.93,1.33,0,27,1.0,140718,Verb,1.93,w,4,-1.0000000000000002,2
4354,Qp,4.1066666666666665,bop,0.0,1,bQp,N,1,0,3.63,1.18,3,30,0.9,94,Verb,3.63,b,3,-0.47666666666666657,9
4355,Qp,4.1066666666666665,chop,0.7,1,JQp,N,1,0,4.48,0.74,0,29,1.0,694,Noun,4.48,J,3,0.37333333333333396,9
4356,Qp,4.1066666666666665,cop,0.0,1,kQp,N,1,0,4.3,1.23,0,27,1.0,4393,Noun,4.3,k,3,0.19333333333333336,9
4357,Qp,4.1066666666666665,hop,0.7,1,hQp,N,1,0,3.8,1.45,0,30,1.0,977,Verb,3.8,h,3,-0.30666666666666664,9
4358,Qp,4.1066666666666665,lop,0.3,1,lQp,V,1,0,3.32,1.55,4,29,0.86,22,Verb,3.32,l,3,-0.7866666666666666,9
4359,Qp,4.1066666666666665,mop,0.48,1,mQp,N,1,0,4.97,0.18,0,30,1.0,211,Noun,4.97,m,3,0.8633333333333333,9
4360,Qp,4.1066666666666665,pop,0.6,1,pQp,N,1,0,4.22,1.05,1,28,0.96,3441,Interjection,4.22,p,3,0.11333333333333329,9
4361,Qp,4.1066666666666665,shop,2.1,1,SQp,N,1,0,4.31,1.17,0,29,1.0,2731,Noun,4.31,S,3,0.20333333333333314,9
4362,Qp,4.1066666666666665,top,2.24,1,tQp,N,1,0,3.93,1.54,0,27,1.0,6805,Noun,3.93,t,3,-0.1766666666666663,9
